record_id,bundle_id,case_id,abm,llm,evidence,prompt,summarizer,repetition,summary_output_path,success,reference_family,error
02_grazing_none_table_rep1__longformer_ext__gpt5_2_long,02_grazing_none_table_rep1,02_grazing_none_table_rep1,grazing,moonshotai/kimi-k2.5,table,none,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_grazing_none_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
02_grazing_none_table_rep1__none__gpt5_2_long,02_grazing_none_table_rep1,02_grazing_none_table_rep1,grazing,moonshotai/kimi-k2.5,table,none,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_grazing_none_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
02_grazing_none_table_rep1__t5__gpt5_2_long,02_grazing_none_table_rep1,02_grazing_none_table_rep1,grazing,moonshotai/kimi-k2.5,table,none,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_grazing_none_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
02_milk_consumption_none_table_rep1__bart__gpt5_2_long,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
02_milk_consumption_none_table_rep1__bert__gpt5_2_long,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
02_milk_consumption_none_table_rep1__longformer_ext__gpt5_2_long,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
02_milk_consumption_none_table_rep1__none__gpt5_2_long,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
02_milk_consumption_none_table_rep1__t5__gpt5_2_long,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__bart__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__bert__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__longformer_ext__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__none__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__t5__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
03_grazing_none_plot_plus_table_rep1__bart__gpt5_2_long,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,moonshotai/kimi-k2.5,plot+table,none,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
03_grazing_none_plot_plus_table_rep1__bert__gpt5_2_long,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,moonshotai/kimi-k2.5,plot+table,none,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
03_grazing_none_plot_plus_table_rep1__longformer_ext__gpt5_2_long,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,moonshotai/kimi-k2.5,plot+table,none,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
03_grazing_none_plot_plus_table_rep1__none__gpt5_2_long,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,moonshotai/kimi-k2.5,plot+table,none,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
03_grazing_none_plot_plus_table_rep1__t5__gpt5_2_long,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,moonshotai/kimi-k2.5,plot+table,none,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
03_milk_consumption_none_plot_plus_table_rep1__bart__gpt5_2_long,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
03_milk_consumption_none_plot_plus_table_rep1__bert__gpt5_2_long,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
03_milk_consumption_none_plot_plus_table_rep1__longformer_ext__gpt5_2_long,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
03_milk_consumption_none_plot_plus_table_rep1__none__gpt5_2_long,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
03_milk_consumption_none_plot_plus_table_rep1__t5__gpt5_2_long,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__bart__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__bert__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__longformer_ext__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__none__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__t5__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,True,gpt5.2_long,
04_grazing_role_plot_rep1__bart__gpt5_2_long,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,moonshotai/kimi-k2.5,plot,role,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/bart.txt,True,gpt5.2_long,
04_grazing_role_plot_rep1__bert__gpt5_2_long,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,moonshotai/kimi-k2.5,plot,role,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/bert.txt,True,gpt5.2_long,
04_grazing_role_plot_rep1__longformer_ext__gpt5_2_long,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,moonshotai/kimi-k2.5,plot,role,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
04_grazing_role_plot_rep1__none__gpt5_2_long,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,moonshotai/kimi-k2.5,plot,role,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/none.txt,True,gpt5.2_long,
04_grazing_role_plot_rep1__t5__gpt5_2_long,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,moonshotai/kimi-k2.5,plot,role,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/t5.txt,True,gpt5.2_long,
04_milk_consumption_role_plot_rep1__bart__gpt5_2_long,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bart.txt,True,gpt5.2_long,
04_milk_consumption_role_plot_rep1__bert__gpt5_2_long,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bert.txt,True,gpt5.2_long,
04_milk_consumption_role_plot_rep1__longformer_ext__gpt5_2_long,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
04_milk_consumption_role_plot_rep1__none__gpt5_2_long,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/none.txt,True,gpt5.2_long,
04_milk_consumption_role_plot_rep1__t5__gpt5_2_long,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/t5.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__bart__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__bert__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__longformer_ext__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__none__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__t5__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
05_grazing_role_table_rep1__bart__gpt5_2_long,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,moonshotai/kimi-k2.5,table,role,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
05_grazing_role_table_rep1__bert__gpt5_2_long,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,moonshotai/kimi-k2.5,table,role,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
05_grazing_role_table_rep1__longformer_ext__gpt5_2_long,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,moonshotai/kimi-k2.5,table,role,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
05_grazing_role_table_rep1__none__gpt5_2_long,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,moonshotai/kimi-k2.5,table,role,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
05_grazing_role_table_rep1__t5__gpt5_2_long,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,moonshotai/kimi-k2.5,table,role,t5,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
05_milk_consumption_role_table_rep1__bart__gpt5_2_long,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,bart,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
05_milk_consumption_role_table_rep1__bert__gpt5_2_long,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,bert,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
05_milk_consumption_role_table_rep1__longformer_ext__gpt5_2_long,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,longformer_ext,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
05_milk_consumption_role_table_rep1__none__gpt5_2_long,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,none,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
