Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
fauna,gpt5.2_short,t5,mistral-medium-latest,No,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.002756,0.118419,0.309659,0.054131,0.139205,27.577744
fauna,gpt5.2_long,t5,mistral-medium-latest,No,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.000000,0.030991,0.096094,0.034590,0.057380,27.577744
fauna,author,longformer_ext,mistral-medium-latest,No,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.043453,0.261752,0.449735,0.114058,0.193122,32.333467
fauna,gpt5.2_short,longformer_ext,mistral-medium-latest,No,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.043524,0.188716,0.406283,0.096537,0.180105,32.333467
fauna,gpt5.2_long,longformer_ext,mistral-medium-latest,No,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.000556,0.066095,0.204835,0.062381,0.098601,32.333467
fauna,author,none,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.007210,0.183937,0.129899,0.044053,0.070894,37.233600
fauna,gpt5.2_short,none,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.010341,0.208354,0.165366,0.050644,0.085214,37.233600
fauna,gpt5.2_long,none,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.032619,0.256583,0.448196,0.140589,0.212698,37.233600
fauna,author,bart,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,0.028616,0.210735,0.409861,0.080371,0.166410,31.056627
fauna,gpt5.2_short,bart,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,0.038355,0.171064,0.408019,0.111111,0.183962,31.056627
fauna,gpt5.2_long,bart,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,0.000112,0.050047,0.156734,0.054036,0.084294,31.056627
fauna,author,bert,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,0.012840,0.251605,0.430248,0.078431,0.172099,34.201704
fauna,gpt5.2_short,bert,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,0.027709,0.194882,0.383023,0.074689,0.167702,34.201704
fauna,gpt5.2_long,bert,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,0.000909,0.065980,0.194612,0.064066,0.102694,34.201704
fauna,author,t5,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.037241,0.215565,0.440514,0.090323,0.183280,20.353000
fauna,gpt5.2_short,t5,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.009659,0.162867,0.375152,0.068376,0.163216,20.353000
fauna,gpt5.2_long,t5,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.000055,0.047162,0.137542,0.039229,0.076412,20.353000
fauna,author,longformer_ext,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,0.040895,0.266756,0.445623,0.103723,0.196286,34.978667
fauna,gpt5.2_short,longformer_ext,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,0.046150,0.200519,0.417629,0.103049,0.182581,34.978667
fauna,gpt5.2_long,longformer_ext,mistral-medium-latest,No,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,0.000451,0.063817,0.187142,0.054777,0.096117,34.978667
fauna,author,none,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.009720,0.208959,0.156466,0.047391,0.080894,40.249156
fauna,gpt5.2_short,none,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.014121,0.225881,0.192570,0.056637,0.096032,40.249156
fauna,gpt5.2_long,none,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.041174,0.248704,0.480638,0.155599,0.227790,40.249156
fauna,author,bart,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.023425,0.216915,0.394089,0.079077,0.160920,25.438256
fauna,gpt5.2_short,bart,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.027319,0.149856,0.351485,0.089330,0.148515,25.438256
fauna,gpt5.2_long,bart,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.000020,0.047070,0.126793,0.037396,0.070737,25.438256
fauna,author,bert,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.030556,0.252561,0.417489,0.093352,0.172073,30.270433
fauna,gpt5.2_short,bert,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.025699,0.180968,0.376652,0.083885,0.171806,30.270433
fauna,gpt5.2_long,bert,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.000516,0.062018,0.175654,0.062682,0.096222,30.270433
fauna,author,t5,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.036747,0.217334,0.445633,0.110912,0.192513,39.951200
fauna,gpt5.2_short,t5,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.012348,0.154330,0.365789,0.079156,0.157895,39.951200
fauna,gpt5.2_long,t5,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.000010,0.041824,0.126144,0.046827,0.071211,39.951200
fauna,author,longformer_ext,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.026275,0.291930,0.424307,0.091880,0.183369,34.864858
fauna,gpt5.2_short,longformer_ext,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.048699,0.222155,0.420405,0.105727,0.175901,34.864858
fauna,gpt5.2_long,longformer_ext,mistral-medium-latest,No,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.003984,0.095905,0.265785,0.084838,0.122670,34.864858
fauna,author,none,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.011266,0.234944,0.183099,0.058937,0.090269,41.718133
fauna,gpt5.2_short,none,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.014445,0.250604,0.237135,0.067450,0.115558,41.718133
fauna,gpt5.2_long,none,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.052579,0.257509,0.554790,0.194555,0.264877,41.718133
fauna,author,bart,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.041988,0.221505,0.406091,0.098472,0.182741,18.193846
fauna,gpt5.2_short,bart,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.026897,0.163722,0.384810,0.091371,0.167089,18.193846
fauna,gpt5.2_long,bart,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.000020,0.042458,0.134945,0.048371,0.077878,18.193846
fauna,author,bert,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,0.031177,0.259456,0.452663,0.094955,0.192308,30.621255
fauna,gpt5.2_short,bert,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,0.016934,0.179801,0.420571,0.087056,0.180571,30.621255
fauna,gpt5.2_long,bert,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,0.000220,0.060084,0.184726,0.061398,0.108355,30.621255
fauna,author,t5,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,0.027736,0.214013,0.444444,0.120658,0.200364,39.384022
fauna,gpt5.2_short,t5,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,0.014104,0.143766,0.374332,0.075067,0.152406,39.384022
fauna,gpt5.2_long,t5,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,0.000002,0.036408,0.119850,0.043612,0.068778,39.384022
fauna,author,longformer_ext,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.022416,0.188002,0.372635,0.064234,0.139738,37.846821
fauna,gpt5.2_short,longformer_ext,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.014028,0.149588,0.361174,0.054299,0.133183,37.846821
fauna,gpt5.2_long,longformer_ext,mistral-medium-latest,Yes,No,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.000100,0.046565,0.152846,0.041653,0.083252,37.846821
fauna,author,none,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.004435,0.175574,0.119901,0.040808,0.063041,40.213427
fauna,gpt5.2_short,none,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.010819,0.208406,0.157134,0.045931,0.083119,40.213427
fauna,gpt5.2_long,none,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.032416,0.258409,0.446562,0.135635,0.205468,40.213427
fauna,author,bart,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.014839,0.247193,0.432877,0.096154,0.189041,29.670123
fauna,gpt5.2_short,bart,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.039194,0.204345,0.439182,0.097087,0.189451,29.670123
fauna,gpt5.2_long,bart,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.000631,0.062492,0.189224,0.060976,0.101988,29.670123
fauna,author,bert,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.010662,0.231421,0.389027,0.057500,0.159601,27.066149
fauna,gpt5.2_short,bert,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.015018,0.171510,0.345654,0.058058,0.163836,27.066149
fauna,gpt5.2_long,bert,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.000497,0.066772,0.191223,0.042033,0.101567,27.066149
fauna,author,t5,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.029116,0.243477,0.452951,0.108800,0.207337,35.764048
fauna,gpt5.2_short,t5,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.018557,0.168878,0.406780,0.089806,0.171913,35.764048
fauna,gpt5.2_long,t5,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.000066,0.048738,0.147264,0.051112,0.084909,35.764048
fauna,author,longformer_ext,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.009952,0.206491,0.330391,0.058154,0.136192,55.874320
fauna,gpt5.2_short,longformer_ext,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.032413,0.171375,0.362903,0.080808,0.141129,55.874320
fauna,gpt5.2_long,longformer_ext,mistral-medium-latest,Yes,No,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.001493,0.057037,0.184219,0.063542,0.094939,55.874320
fauna,author,none,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.008410,0.202453,0.148315,0.049463,0.076404,38.916984
fauna,gpt5.2_short,none,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.012978,0.227476,0.186489,0.055688,0.096575,38.916984
fauna,gpt5.2_long,none,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.037612,0.266417,0.500860,0.160538,0.236822,38.916984
fauna,author,bart,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.017882,0.235185,0.412500,0.097179,0.181250,25.678275
fauna,gpt5.2_short,bart,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.030667,0.167295,0.381406,0.093190,0.171633,25.678275
fauna,gpt5.2_long,bart,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.000064,0.047802,0.143989,0.049570,0.082563,25.678275
fauna,author,bert,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.016938,0.252228,0.428947,0.076517,0.165789,30.119318
fauna,gpt5.2_short,bert,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.016078,0.181848,0.387904,0.075235,0.160584,30.119318
fauna,gpt5.2_long,bert,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.000591,0.065329,0.193774,0.059123,0.104193,30.119318
fauna,author,t5,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.024459,0.230765,0.443316,0.108659,0.192893,34.399600
fauna,gpt5.2_short,t5,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.020288,0.157720,0.377215,0.083756,0.169620,34.399600
fauna,gpt5.2_long,t5,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.000020,0.043569,0.134273,0.050386,0.080564,34.399600
fauna,author,longformer_ext,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.014108,0.242241,0.371111,0.057906,0.151111,27.284428
fauna,gpt5.2_short,longformer_ext,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.028911,0.199519,0.374886,0.063810,0.138308,27.284428
fauna,gpt5.2_long,longformer_ext,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.001834,0.078839,0.236010,0.063299,0.108273,27.284428
fauna,author,none,mistral-medium-latest,No,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/none.txt,0.009067,0.216113,0.159869,0.050054,0.083197,38.217714
