record_id,bundle_id,case_id,abm,llm,evidence,prompt,summarizer,repetition,summary_output_path,success,reference_family,error
01_fauna_none_plot_rep1__t5__gpt5_2_short,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,mistral-medium-latest,plot,none,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,True,gpt5.2_short,
01_fauna_none_plot_rep1__t5__gpt5_2_long,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,mistral-medium-latest,plot,none,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,True,gpt5.2_long,
01_fauna_none_plot_rep1__longformer_ext__author,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,mistral-medium-latest,plot,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,True,author,
01_fauna_none_plot_rep1__longformer_ext__gpt5_2_short,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,mistral-medium-latest,plot,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_short,
01_fauna_none_plot_rep1__longformer_ext__gpt5_2_long,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,mistral-medium-latest,plot,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
02_fauna_none_table_rep1__none__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,True,author,
02_fauna_none_table_rep1__none__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,True,gpt5.2_short,
02_fauna_none_table_rep1__none__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
02_fauna_none_table_rep1__bart__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,True,author,
02_fauna_none_table_rep1__bart__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,True,gpt5.2_short,
02_fauna_none_table_rep1__bart__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
02_fauna_none_table_rep1__bert__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,True,author,
02_fauna_none_table_rep1__bert__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,True,gpt5.2_short,
02_fauna_none_table_rep1__bert__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
02_fauna_none_table_rep1__t5__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,True,author,
02_fauna_none_table_rep1__t5__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,True,gpt5.2_short,
02_fauna_none_table_rep1__t5__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
02_fauna_none_table_rep1__longformer_ext__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,True,author,
02_fauna_none_table_rep1__longformer_ext__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_short,
02_fauna_none_table_rep1__longformer_ext__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,mistral-medium-latest,table,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__none__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,True,author,
03_fauna_none_plot_plus_table_rep1__none__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,True,gpt5.2_short,
03_fauna_none_plot_plus_table_rep1__none__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__bart__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,True,author,
03_fauna_none_plot_plus_table_rep1__bart__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,True,gpt5.2_short,
03_fauna_none_plot_plus_table_rep1__bart__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__bert__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,True,author,
03_fauna_none_plot_plus_table_rep1__bert__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,True,gpt5.2_short,
03_fauna_none_plot_plus_table_rep1__bert__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__t5__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,True,author,
03_fauna_none_plot_plus_table_rep1__t5__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,True,gpt5.2_short,
03_fauna_none_plot_plus_table_rep1__t5__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
03_fauna_none_plot_plus_table_rep1__longformer_ext__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,author,
03_fauna_none_plot_plus_table_rep1__longformer_ext__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_short,
03_fauna_none_plot_plus_table_rep1__longformer_ext__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__none__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,True,author,
04_fauna_role_plot_rep1__none__gpt5_2_short,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,True,gpt5.2_short,
04_fauna_role_plot_rep1__none__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__bart__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,True,author,
04_fauna_role_plot_rep1__bart__gpt5_2_short,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,True,gpt5.2_short,
04_fauna_role_plot_rep1__bart__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__bert__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,True,author,
04_fauna_role_plot_rep1__bert__gpt5_2_short,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,True,gpt5.2_short,
04_fauna_role_plot_rep1__bert__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__t5__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,True,author,
04_fauna_role_plot_rep1__t5__gpt5_2_short,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,True,gpt5.2_short,
04_fauna_role_plot_rep1__t5__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,True,gpt5.2_long,
04_fauna_role_plot_rep1__longformer_ext__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,True,author,
04_fauna_role_plot_rep1__longformer_ext__gpt5_2_short,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_short,
04_fauna_role_plot_rep1__longformer_ext__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__none__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,True,author,
05_fauna_role_table_rep1__none__gpt5_2_short,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,True,gpt5.2_short,
05_fauna_role_table_rep1__none__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__bart__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,True,author,
05_fauna_role_table_rep1__bart__gpt5_2_short,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,True,gpt5.2_short,
05_fauna_role_table_rep1__bart__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,bart,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__bert__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,True,author,
05_fauna_role_table_rep1__bert__gpt5_2_short,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,True,gpt5.2_short,
05_fauna_role_table_rep1__bert__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,bert,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__t5__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,True,author,
05_fauna_role_table_rep1__t5__gpt5_2_short,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,True,gpt5.2_short,
05_fauna_role_table_rep1__t5__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,t5,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,True,gpt5.2_long,
05_fauna_role_table_rep1__longformer_ext__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,True,author,
05_fauna_role_table_rep1__longformer_ext__gpt5_2_short,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_short,
05_fauna_role_table_rep1__longformer_ext__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,longformer_ext,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,True,gpt5.2_long,
06_fauna_role_plot_plus_table_rep1__none__author,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,True,author,
06_fauna_role_plot_plus_table_rep1__none__gpt5_2_short,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,True,gpt5.2_short,
06_fauna_role_plot_plus_table_rep1__none__gpt5_2_long,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,none,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,True,gpt5.2_long,
