record_id,bundle_id,case_id,abm,llm,evidence,prompt,role,insights,example,summarizer,repetition,reference_family,summary_output_path,BLEU,METEOR,R-1,R-2,R-L,Reading ease
03_fauna_none_plot_plus_table_rep1__none__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.009720,0.208959,0.156466,0.047391,0.080894,40.249156
03_fauna_none_plot_plus_table_rep1__bart__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.023425,0.216915,0.394089,0.079077,0.160920,25.438256
03_fauna_none_plot_plus_table_rep1__bert__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.030556,0.252561,0.417489,0.093352,0.172073,30.270433
03_fauna_none_plot_plus_table_rep1__t5__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.036747,0.217334,0.445633,0.110912,0.192513,39.951200
03_fauna_none_plot_plus_table_rep1__longformer_ext__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.026275,0.291930,0.424307,0.091880,0.183369,34.864858
04_fauna_role_plot_rep1__none__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.011266,0.234944,0.183099,0.058937,0.090269,41.718133
04_fauna_role_plot_rep1__bart__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.041988,0.221505,0.406091,0.098472,0.182741,18.193846
04_fauna_role_plot_rep1__bert__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,0.031177,0.259456,0.452663,0.094955,0.192308,30.621255
04_fauna_role_plot_rep1__t5__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,0.027736,0.214013,0.444444,0.120658,0.200364,39.384022
04_fauna_role_plot_rep1__longformer_ext__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.022416,0.188002,0.372635,0.064234,0.139738,37.846821
05_fauna_role_table_rep1__none__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.004435,0.175574,0.119901,0.040808,0.063041,40.213427
05_fauna_role_table_rep1__bart__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.014839,0.247193,0.432877,0.096154,0.189041,29.670123
05_fauna_role_table_rep1__bert__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.010662,0.231421,0.389027,0.057500,0.159601,27.066149
05_fauna_role_table_rep1__t5__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.029116,0.243477,0.452951,0.108800,0.207337,35.764048
05_fauna_role_table_rep1__longformer_ext__author,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.009952,0.206491,0.330391,0.058154,0.136192,55.874320
06_fauna_role_plot_plus_table_rep1__none__author,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.008410,0.202453,0.148315,0.049463,0.076404,38.916984
06_fauna_role_plot_plus_table_rep1__bart__author,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.017882,0.235185,0.412500,0.097179,0.181250,25.678275
06_fauna_role_plot_plus_table_rep1__bert__author,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.016938,0.252228,0.428947,0.076517,0.165789,30.119318
06_fauna_role_plot_plus_table_rep1__t5__author,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.024459,0.230765,0.443316,0.108659,0.192893,34.399600
06_fauna_role_plot_plus_table_rep1__longformer_ext__author,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.014108,0.242241,0.371111,0.057906,0.151111,27.284428
07_fauna_insights_plot_rep1__none__author,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/none.txt,0.009067,0.216113,0.159869,0.050054,0.083197,38.217714
07_fauna_insights_plot_rep1__bart__author,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/bart.txt,0.020659,0.199972,0.397993,0.067114,0.177258,28.656728
07_fauna_insights_plot_rep1__bert__author,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/bert.txt,0.017508,0.245072,0.453147,0.103787,0.198601,34.898985
07_fauna_insights_plot_rep1__t5__author,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/t5.txt,0.036202,0.210952,0.423077,0.098246,0.185315,28.004303
07_fauna_insights_plot_rep1__longformer_ext__author,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/longformer_ext.txt,0.032010,0.264674,0.411239,0.081946,0.176245,27.565843
08_fauna_insights_table_rep1__none__author,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/none.txt,0.005769,0.181951,0.128892,0.039643,0.068365,36.528623
08_fauna_insights_table_rep1__bart__author,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/bart.txt,0.020086,0.259858,0.401628,0.065306,0.154681,26.814191
08_fauna_insights_table_rep1__bert__author,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/bert.txt,0.012331,0.233222,0.413245,0.063745,0.164238,33.327033
08_fauna_insights_table_rep1__t5__author,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/t5.txt,0.034331,0.210080,0.425041,0.072727,0.184514,31.026924
08_fauna_insights_table_rep1__longformer_ext__author,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/longformer_ext.txt,0.032162,0.263314,0.412736,0.082742,0.172170,26.021743
09_fauna_insights_plot_plus_table_rep1__none__author,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/none.txt,0.007832,0.193670,0.138278,0.044434,0.072802,36.546395
09_fauna_insights_plot_plus_table_rep1__bart__author,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.018375,0.235730,0.394286,0.063037,0.157143,26.552216
09_fauna_insights_plot_plus_table_rep1__bert__author,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.024079,0.262961,0.418972,0.073976,0.168643,36.007635
09_fauna_insights_plot_plus_table_rep1__t5__author,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.037477,0.222680,0.406250,0.103448,0.178125,30.472850
09_fauna_insights_plot_plus_table_rep1__longformer_ext__author,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.023878,0.179704,0.274611,0.054545,0.137306,12.967291
10_fauna_example_plot_rep1__none__author,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/none.txt,0.010012,0.226758,0.166902,0.053779,0.087694,40.392548
10_fauna_example_plot_rep1__bart__author,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/bart.txt,0.046356,0.254889,0.451613,0.100324,0.193548,37.869209
10_fauna_example_plot_rep1__bert__author,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/bert.txt,0.022645,0.246532,0.459877,0.092879,0.191358,39.940021
10_fauna_example_plot_rep1__t5__author,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/t5.txt,0.040633,0.252985,0.440273,0.116438,0.201365,34.842039
10_fauna_example_plot_rep1__longformer_ext__author,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/longformer_ext.txt,0.039067,0.268803,0.421607,0.092470,0.187088,21.375018
11_fauna_example_table_rep1__none__author,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/none.txt,0.006700,0.195579,0.143171,0.044977,0.074273,37.621591
11_fauna_example_table_rep1__bart__author,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/bart.txt,0.021877,0.233821,0.434783,0.078195,0.179910,33.527080
11_fauna_example_table_rep1__bert__author,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/bert.txt,0.016472,0.255740,0.449591,0.090164,0.168937,36.153624
11_fauna_example_table_rep1__t5__author,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/t5.txt,0.031625,0.198662,0.376910,0.064736,0.169779,35.327841
11_fauna_example_table_rep1__longformer_ext__author,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/longformer_ext.txt,0.022045,0.260755,0.334686,0.069106,0.158215,21.374016
12_fauna_example_plot_plus_table_rep1__none__author,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/none.txt,0.008943,0.216057,0.154500,0.050996,0.081763,38.027471
12_fauna_example_plot_plus_table_rep1__bart__author,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bart.txt,0.032416,0.254307,0.457429,0.100503,0.190317,33.556342
12_fauna_example_plot_plus_table_rep1__bert__author,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bert.txt,0.022667,0.255956,0.473088,0.113636,0.192635,37.868973
12_fauna_example_plot_plus_table_rep1__t5__author,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/t5.txt,0.034589,0.225541,0.414035,0.109155,0.182456,27.845942
12_fauna_example_plot_plus_table_rep1__longformer_ext__author,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.022137,0.309325,0.400404,0.085106,0.167846,28.636000
13_fauna_role+example_plot_rep1__none__author,13_fauna_role+example_plot_rep1,13_fauna_role+example_plot_rep1,fauna,mistral-medium-latest,plot,role+example,True,False,True,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_fauna_role+example_plot_rep1/02_summaries/none.txt,0.012151,0.227073,0.165914,0.055901,0.088600,35.466946
13_fauna_role+example_plot_rep1__bart__author,13_fauna_role+example_plot_rep1,13_fauna_role+example_plot_rep1,fauna,mistral-medium-latest,plot,role+example,True,False,True,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_fauna_role+example_plot_rep1/02_summaries/bart.txt,0.026463,0.228614,0.428571,0.103333,0.192691,15.779872
13_fauna_role+example_plot_rep1__bert__author,13_fauna_role+example_plot_rep1,13_fauna_role+example_plot_rep1,fauna,mistral-medium-latest,plot,role+example,True,False,True,bert,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_fauna_role+example_plot_rep1/02_summaries/bert.txt,0.020468,0.248478,0.442529,0.092219,0.181034,36.352806
13_fauna_role+example_plot_rep1__t5__author,13_fauna_role+example_plot_rep1,13_fauna_role+example_plot_rep1,fauna,mistral-medium-latest,plot,role+example,True,False,True,t5,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_fauna_role+example_plot_rep1/02_summaries/t5.txt,0.034254,0.248197,0.463122,0.117040,0.198971,35.573575
13_fauna_role+example_plot_rep1__longformer_ext__author,13_fauna_role+example_plot_rep1,13_fauna_role+example_plot_rep1,fauna,mistral-medium-latest,plot,role+example,True,False,True,longformer_ext,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_fauna_role+example_plot_rep1/02_summaries/longformer_ext.txt,0.020759,0.177937,0.322397,0.057225,0.108417,36.694255
14_fauna_role+example_table_rep1__none__author,14_fauna_role+example_table_rep1,14_fauna_role+example_table_rep1,fauna,mistral-medium-latest,table,role+example,True,False,True,none,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/14_fauna_role+example_table_rep1/02_summaries/none.txt,0.004839,0.195011,0.135324,0.042484,0.068595,33.042006
14_fauna_role+example_table_rep1__bart__author,14_fauna_role+example_table_rep1,14_fauna_role+example_table_rep1,fauna,mistral-medium-latest,table,role+example,True,False,True,bart,1,author,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/14_fauna_role+example_table_rep1/02_summaries/bart.txt,0.018782,0.254546,0.450581,0.090379,0.200581,28.723095
