record_id,bundle_id,case_id,abm,llm,evidence,prompt,role,insights,example,summarizer,repetition,reference_family,summary_output_path,BLEU,METEOR,R-1,R-2,R-L,Reading ease
01_fauna_none_plot_rep1__bert__gpt5_2_short,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,bert,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/bert.txt,0.008563,0.279483,0.386076,0.074974,0.132911,6.510098
01_fauna_none_plot_rep1__bert__gpt5_2_long,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,bert,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/bert.txt,0.023321,0.187255,0.470991,0.138134,0.171848,6.510098
01_fauna_none_plot_rep1__t5__author,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,t5,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.020530,0.235663,0.464555,0.084720,0.177979,29.075570
01_fauna_none_plot_rep1__t5__modeler,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.014956,0.128113,0.323501,0.062917,0.148430,29.075570
01_fauna_none_plot_rep1__t5__gpt5_2_short,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,t5,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.033839,0.192735,0.452436,0.083721,0.183295,29.075570
01_fauna_none_plot_rep1__t5__gpt5_2_long,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,t5,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/t5.txt,0.000141,0.055487,0.182235,0.055756,0.101606,29.075570
01_fauna_none_plot_rep1__longformer_ext__author,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,longformer_ext,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.020651,0.170805,0.343284,0.029940,0.116418,26.993056
01_fauna_none_plot_rep1__longformer_ext__modeler,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.011041,0.119096,0.274102,0.047348,0.122873,26.993056
01_fauna_none_plot_rep1__longformer_ext__gpt5_2_short,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,longformer_ext,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.012957,0.162183,0.388953,0.066897,0.135788,26.993056
01_fauna_none_plot_rep1__longformer_ext__gpt5_2_long,01_fauna_none_plot_rep1,01_fauna_none_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,none,False,False,False,longformer_ext,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/01_fauna_none_plot_rep1/02_summaries/longformer_ext.txt,0.000051,0.051179,0.166122,0.047775,0.086331,26.993056
02_fauna_none_table_rep1__none__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,none,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.004509,0.180434,0.107219,0.032892,0.053610,17.069447
02_fauna_none_table_rep1__none__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.010176,0.235700,0.192179,0.052491,0.090241,17.069447
02_fauna_none_table_rep1__none__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,none,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.008808,0.215541,0.150475,0.047644,0.068335,17.069447
02_fauna_none_table_rep1__none__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,none,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.030386,0.283676,0.463176,0.143322,0.191132,17.069447
02_fauna_none_table_rep1__bart__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bart,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,0.014912,0.234101,0.417553,0.085333,0.159574,9.805321
02_fauna_none_table_rep1__bart__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,0.018769,0.136311,0.331579,0.063269,0.150877,9.805321
02_fauna_none_table_rep1__bart__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bart,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,0.029740,0.206700,0.473186,0.092729,0.168244,9.805321
02_fauna_none_table_rep1__bart__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bart,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,0.000617,0.064955,0.195541,0.054812,0.094268,9.805321
02_fauna_none_table_rep1__bert__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bert,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,0.007063,0.253366,0.252331,0.057111,0.098738,-1.205506
02_fauna_none_table_rep1__bert__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,0.016646,0.280310,0.399819,0.069715,0.148349,-1.205506
02_fauna_none_table_rep1__bert__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bert,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,0.010267,0.275245,0.352127,0.082178,0.118694,-1.205506
02_fauna_none_table_rep1__bert__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bert,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,0.022553,0.175095,0.440275,0.105963,0.144384,-1.205506
02_fauna_none_table_rep1__t5__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,t5,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.017834,0.242958,0.394872,0.082262,0.161538,14.367826
02_fauna_none_table_rep1__t5__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.017827,0.148498,0.357877,0.049743,0.154110,14.367826
02_fauna_none_table_rep1__t5__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,t5,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.040677,0.192129,0.408580,0.073695,0.159346,14.367826
02_fauna_none_table_rep1__t5__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,t5,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.000689,0.062896,0.190025,0.042325,0.093434,14.367826
02_fauna_none_table_rep1__longformer_ext__author,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,longformer_ext,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,0.005042,0.156995,0.266515,0.015982,0.091116,23.779147
02_fauna_none_table_rep1__longformer_ext__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,0.005928,0.103432,0.244866,0.020570,0.096367,23.779147
02_fauna_none_table_rep1__longformer_ext__gpt5_2_short,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,longformer_ext,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,0.006610,0.130295,0.287837,0.026047,0.096565,23.779147
02_fauna_none_table_rep1__longformer_ext__gpt5_2_long,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,longformer_ext,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,0.000330,0.043788,0.148806,0.023897,0.068585,23.779147
03_fauna_none_plot_plus_table_rep1__none__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,none,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.004451,0.180653,0.119576,0.039745,0.058245,27.901869
03_fauna_none_plot_plus_table_rep1__none__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.014450,0.252475,0.213888,0.067492,0.098331,27.901869
03_fauna_none_plot_plus_table_rep1__none__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,none,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.009257,0.220970,0.166419,0.052397,0.077266,27.901869
03_fauna_none_plot_plus_table_rep1__none__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,none,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.035064,0.292507,0.506800,0.161141,0.211277,27.901869
03_fauna_none_plot_plus_table_rep1__bart__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bart,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.023767,0.244677,0.443526,0.088398,0.179063,13.593698
03_fauna_none_plot_plus_table_rep1__bart__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.021936,0.147920,0.357271,0.075540,0.152603,13.593698
03_fauna_none_plot_plus_table_rep1__bart__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bart,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.029837,0.194794,0.445405,0.086674,0.181622,13.593698
03_fauna_none_plot_plus_table_rep1__bart__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bart,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.000363,0.064347,0.198459,0.056555,0.097624,13.593698
03_fauna_none_plot_plus_table_rep1__bert__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bert,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.007519,0.270937,0.289044,0.047841,0.107226,6.698876
03_fauna_none_plot_plus_table_rep1__bert__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.027767,0.293890,0.450570,0.089439,0.159696,6.698876
03_fauna_none_plot_plus_table_rep1__bert__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bert,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.010720,0.289736,0.386423,0.074229,0.131593,6.698876
03_fauna_none_plot_plus_table_rep1__bert__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bert,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.021767,0.177429,0.449318,0.110678,0.159357,6.698876
03_fauna_none_plot_plus_table_rep1__t5__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,t5,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.019731,0.249040,0.428571,0.081461,0.159664,35.429825
03_fauna_none_plot_plus_table_rep1__t5__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.011389,0.135043,0.344828,0.049091,0.156080,35.429825
03_fauna_none_plot_plus_table_rep1__t5__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,t5,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.033768,0.189239,0.392114,0.065862,0.170865,35.429825
03_fauna_none_plot_plus_table_rep1__t5__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,t5,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.000264,0.055615,0.174081,0.046452,0.097357,35.429825
03_fauna_none_plot_plus_table_rep1__longformer_ext__author,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,longformer_ext,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.006430,0.197319,0.272727,0.036017,0.109937,19.463437
03_fauna_none_plot_plus_table_rep1__longformer_ext__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.018873,0.152866,0.322339,0.060060,0.152924,19.463437
03_fauna_none_plot_plus_table_rep1__longformer_ext__gpt5_2_short,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,longformer_ext,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.008090,0.172841,0.340611,0.054243,0.122271,19.463437
03_fauna_none_plot_plus_table_rep1__longformer_ext__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,longformer_ext,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.001383,0.060637,0.182364,0.047419,0.085783,19.463437
04_fauna_role_plot_rep1__none__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,none,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.007920,0.177430,0.110748,0.041409,0.058824,10.689378
04_fauna_role_plot_rep1__none__modeler,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.012820,0.254276,0.208955,0.071938,0.094980,10.689378
04_fauna_role_plot_rep1__none__gpt5_2_short,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,none,1,gpt5.2_short,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.009765,0.222174,0.157000,0.052235,0.076397,10.689378
04_fauna_role_plot_rep1__none__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,none,1,gpt5.2_long,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.029114,0.311530,0.521530,0.158855,0.187690,10.689378
04_fauna_role_plot_rep1__bart__author,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,bart,1,author,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.024442,0.238828,0.445055,0.096419,0.164835,11.482778
