Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.016302,0.132344,0.371274,0.078804,0.165312,30.600205
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.011420,0.177124,0.400000,0.061002,0.139130,21.397648
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/none.txt,0.013687,0.259078,0.251296,0.081172,0.120159,29.527717
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/bart.txt,0.019322,0.164088,0.401525,0.084076,0.160102,25.560569
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/bert.txt,0.024144,0.254414,0.438486,0.090047,0.165615,17.314848
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/t5.txt,0.014024,0.126203,0.311360,0.075949,0.143058,31.434889
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/longformer_ext.txt,0.028918,0.179618,0.390977,0.068891,0.161117,4.120691
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/none.txt,0.012310,0.236357,0.204506,0.062423,0.094083,32.682336
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/bart.txt,0.021913,0.154921,0.385572,0.089776,0.164179,18.677448
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/bert.txt,0.020024,0.267290,0.415220,0.092246,0.157543,15.747365
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/t5.txt,0.020631,0.155287,0.366234,0.083333,0.166234,18.393406
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/longformer_ext.txt,0.030271,0.212202,0.398222,0.071238,0.158222,29.444515
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/none.txt,0.012808,0.252342,0.227827,0.063228,0.103659,33.700942
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bart.txt,0.017178,0.144015,0.408521,0.075377,0.165414,26.173663
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bert.txt,0.024168,0.280471,0.425532,0.092330,0.161702,18.079783
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/t5.txt,0.019321,0.138554,0.363399,0.076016,0.167320,42.652060
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.024464,0.155795,0.345123,0.066595,0.150054,34.327427
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/none.txt,0.010626,0.250738,0.239245,0.072758,0.108243,35.360567
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/bart.txt,0.020434,0.167538,0.430845,0.076074,0.166463,30.261295
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/bert.txt,0.015411,0.274060,0.455376,0.104152,0.172874,12.719389
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/t5.txt,0.003830,0.109429,0.337553,0.064880,0.137834,32.152184
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/longformer_ext.txt,0.007466,0.145573,0.355951,0.044593,0.115684,16.670882
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/none.txt,0.008524,0.220526,0.184907,0.056954,0.082524,31.584237
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/bart.txt,0.023150,0.172948,0.407628,0.090800,0.174017,29.489799
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/bert.txt,0.011658,0.261584,0.372372,0.087793,0.136937,12.775000
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/t5.txt,0.005483,0.137624,0.359606,0.041975,0.133005,31.541078
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/longformer_ext.txt,0.031883,0.217234,0.423044,0.086133,0.158212,16.581456
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/none.txt,0.015742,0.241589,0.227827,0.069329,0.103104,34.293252
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/bart.txt,0.014397,0.150559,0.391478,0.082777,0.167776,27.627641
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/bert.txt,0.030935,0.266946,0.445714,0.120172,0.175714,13.262634
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/t5.txt,0.006045,0.127969,0.362184,0.064085,0.149134,33.710810
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.026179,0.168655,0.384372,0.052910,0.164731,16.272705
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/none.txt,0.017890,0.256622,0.264792,0.081780,0.122916,37.297417
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/bart.txt,0.009356,0.137811,0.362667,0.066845,0.176000,27.959595
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/bert.txt,0.031669,0.266142,0.470958,0.108491,0.191523,20.572202
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/t5.txt,0.004146,0.134367,0.359331,0.061453,0.147632,43.585909
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/longformer_ext.txt,0.020310,0.136372,0.347319,0.056075,0.158508,10.872149
fauna,gpt5.2_short,none,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/none.txt,0.008824,0.216844,0.170575,0.052315,0.081760,31.828394
fauna,gpt5.2_short,bart,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/bart.txt,0.013444,0.173064,0.407530,0.075472,0.179402,26.205215
fauna,gpt5.2_short,bert,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/bert.txt,0.010576,0.258658,0.356447,0.081469,0.138682,14.962191
fauna,gpt5.2_short,t5,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/t5.txt,0.004344,0.128234,0.317136,0.030769,0.117647,34.162806
fauna,gpt5.2_short,longformer_ext,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/longformer_ext.txt,0.031481,0.204620,0.411335,0.071429,0.166362,35.700131
