case_id,abm,evidence_mode,prompt_variant,repetition,case_dir,case_summary_path,review_csv_path,validation_state_path,success,resumed_from_existing,error
11_milk_consumption_example_table_rep1,milk_consumption,table,example,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/11_milk_consumption_example_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/11_milk_consumption_example_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/11_milk_consumption_example_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/11_milk_consumption_example_table_rep1/validation_state.json,True,False,
12_milk_consumption_example_plot_plus_table_rep1,milk_consumption,plot+table,example,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/12_milk_consumption_example_plot_plus_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/12_milk_consumption_example_plot_plus_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/12_milk_consumption_example_plot_plus_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/12_milk_consumption_example_plot_plus_table_rep1/validation_state.json,True,False,
13_milk_consumption_role+example_plot_rep1,milk_consumption,plot,role+example,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/13_milk_consumption_role+example_plot_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/13_milk_consumption_role+example_plot_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/13_milk_consumption_role+example_plot_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/13_milk_consumption_role+example_plot_rep1/validation_state.json,True,False,
14_milk_consumption_role+example_table_rep1,milk_consumption,table,role+example,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/14_milk_consumption_role+example_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/14_milk_consumption_role+example_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/14_milk_consumption_role+example_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/14_milk_consumption_role+example_table_rep1/validation_state.json,True,False,
15_milk_consumption_role+example_plot_plus_table_rep1,milk_consumption,plot+table,role+example,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/15_milk_consumption_role+example_plot_plus_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/15_milk_consumption_role+example_plot_plus_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/15_milk_consumption_role+example_plot_plus_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/15_milk_consumption_role+example_plot_plus_table_rep1/validation_state.json,True,False,
16_milk_consumption_role+insights_plot_rep1,milk_consumption,plot,role+insights,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/16_milk_consumption_role+insights_plot_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/16_milk_consumption_role+insights_plot_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/16_milk_consumption_role+insights_plot_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/16_milk_consumption_role+insights_plot_rep1/validation_state.json,True,False,
17_milk_consumption_role+insights_table_rep1,milk_consumption,table,role+insights,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/17_milk_consumption_role+insights_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/17_milk_consumption_role+insights_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/17_milk_consumption_role+insights_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/17_milk_consumption_role+insights_table_rep1/validation_state.json,True,False,
18_milk_consumption_role+insights_plot_plus_table_rep1,milk_consumption,plot+table,role+insights,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/18_milk_consumption_role+insights_plot_plus_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/18_milk_consumption_role+insights_plot_plus_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/18_milk_consumption_role+insights_plot_plus_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/18_milk_consumption_role+insights_plot_plus_table_rep1/validation_state.json,True,False,
19_milk_consumption_insights+example_plot_rep1,milk_consumption,plot,insights+example,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/19_milk_consumption_insights+example_plot_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/19_milk_consumption_insights+example_plot_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/19_milk_consumption_insights+example_plot_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/19_milk_consumption_insights+example_plot_rep1/validation_state.json,True,False,
20_milk_consumption_insights+example_table_rep1,milk_consumption,table,insights+example,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/20_milk_consumption_insights+example_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/20_milk_consumption_insights+example_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/20_milk_consumption_insights+example_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/20_milk_consumption_insights+example_table_rep1/validation_state.json,True,False,
21_milk_consumption_insights+example_plot_plus_table_rep1,milk_consumption,plot+table,insights+example,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/21_milk_consumption_insights+example_plot_plus_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/21_milk_consumption_insights+example_plot_plus_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/21_milk_consumption_insights+example_plot_plus_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/21_milk_consumption_insights+example_plot_plus_table_rep1/validation_state.json,True,False,
22_milk_consumption_all_three_plot_rep1,milk_consumption,plot,all_three,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/22_milk_consumption_all_three_plot_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/22_milk_consumption_all_three_plot_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/22_milk_consumption_all_three_plot_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/22_milk_consumption_all_three_plot_rep1/validation_state.json,True,False,
23_milk_consumption_all_three_table_rep1,milk_consumption,table,all_three,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/23_milk_consumption_all_three_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/23_milk_consumption_all_three_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/23_milk_consumption_all_three_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/23_milk_consumption_all_three_table_rep1/validation_state.json,True,False,
24_milk_consumption_all_three_plot_plus_table_rep1,milk_consumption,plot+table,all_three,1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/24_milk_consumption_all_three_plot_plus_table_rep1,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/24_milk_consumption_all_three_plot_plus_table_rep1/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/24_milk_consumption_all_three_plot_plus_table_rep1/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/24_milk_consumption_all_three_plot_plus_table_rep1/validation_state.json,True,False,
25_milk_consumption_none_plot_rep2,milk_consumption,plot,none,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/25_milk_consumption_none_plot_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/25_milk_consumption_none_plot_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/25_milk_consumption_none_plot_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/25_milk_consumption_none_plot_rep2/validation_state.json,True,False,
26_milk_consumption_none_table_rep2,milk_consumption,table,none,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/26_milk_consumption_none_table_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/26_milk_consumption_none_table_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/26_milk_consumption_none_table_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/26_milk_consumption_none_table_rep2/validation_state.json,True,False,
27_milk_consumption_none_plot_plus_table_rep2,milk_consumption,plot+table,none,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/27_milk_consumption_none_plot_plus_table_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/27_milk_consumption_none_plot_plus_table_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/27_milk_consumption_none_plot_plus_table_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/27_milk_consumption_none_plot_plus_table_rep2/validation_state.json,True,False,
28_milk_consumption_role_plot_rep2,milk_consumption,plot,role,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/28_milk_consumption_role_plot_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/28_milk_consumption_role_plot_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/28_milk_consumption_role_plot_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/28_milk_consumption_role_plot_rep2/validation_state.json,True,False,
29_milk_consumption_role_table_rep2,milk_consumption,table,role,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/29_milk_consumption_role_table_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/29_milk_consumption_role_table_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/29_milk_consumption_role_table_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/29_milk_consumption_role_table_rep2/validation_state.json,True,False,
30_milk_consumption_role_plot_plus_table_rep2,milk_consumption,plot+table,role,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/30_milk_consumption_role_plot_plus_table_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/30_milk_consumption_role_plot_plus_table_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/30_milk_consumption_role_plot_plus_table_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/30_milk_consumption_role_plot_plus_table_rep2/validation_state.json,True,False,
31_milk_consumption_insights_plot_rep2,milk_consumption,plot,insights,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/31_milk_consumption_insights_plot_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/31_milk_consumption_insights_plot_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/31_milk_consumption_insights_plot_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/31_milk_consumption_insights_plot_rep2/validation_state.json,True,False,
32_milk_consumption_insights_table_rep2,milk_consumption,table,insights,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/32_milk_consumption_insights_table_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/32_milk_consumption_insights_table_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/32_milk_consumption_insights_table_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/32_milk_consumption_insights_table_rep2/validation_state.json,True,False,
33_milk_consumption_insights_plot_plus_table_rep2,milk_consumption,plot+table,insights,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/33_milk_consumption_insights_plot_plus_table_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/33_milk_consumption_insights_plot_plus_table_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/33_milk_consumption_insights_plot_plus_table_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/33_milk_consumption_insights_plot_plus_table_rep2/validation_state.json,True,False,
34_milk_consumption_example_plot_rep2,milk_consumption,plot,example,2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/34_milk_consumption_example_plot_rep2,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/34_milk_consumption_example_plot_rep2/00_case_summary.json,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/34_milk_consumption_example_plot_rep2/review.csv,results/qwen3.5-27b_openrouter_all_abms_chain/04_generation_smoke_latest/abms/milk_consumption/runs/run_20260312_111830_338495/cases/34_milk_consumption_example_plot_rep2/validation_state.json,True,False,
