case_id,abm,evidence_mode,prompt_variant,repetition,case_dir,case_summary_path,review_csv_path,validation_state_path,success,resumed_from_existing,error
11_grazing_example_table_rep1,grazing,table,example,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/11_grazing_example_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/11_grazing_example_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/11_grazing_example_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/11_grazing_example_table_rep1/validation_state.json,True,True,
12_grazing_example_plot_plus_table_rep1,grazing,plot+table,example,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/12_grazing_example_plot_plus_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/12_grazing_example_plot_plus_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/12_grazing_example_plot_plus_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/12_grazing_example_plot_plus_table_rep1/validation_state.json,True,True,
13_grazing_role+example_plot_rep1,grazing,plot,role+example,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/13_grazing_role+example_plot_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/13_grazing_role+example_plot_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/13_grazing_role+example_plot_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/13_grazing_role+example_plot_rep1/validation_state.json,True,True,
14_grazing_role+example_table_rep1,grazing,table,role+example,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/14_grazing_role+example_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/14_grazing_role+example_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/14_grazing_role+example_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/14_grazing_role+example_table_rep1/validation_state.json,True,True,
15_grazing_role+example_plot_plus_table_rep1,grazing,plot+table,role+example,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/15_grazing_role+example_plot_plus_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/15_grazing_role+example_plot_plus_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/15_grazing_role+example_plot_plus_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/15_grazing_role+example_plot_plus_table_rep1/validation_state.json,True,True,
16_grazing_role+insights_plot_rep1,grazing,plot,role+insights,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/16_grazing_role+insights_plot_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/16_grazing_role+insights_plot_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/16_grazing_role+insights_plot_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/16_grazing_role+insights_plot_rep1/validation_state.json,True,True,
17_grazing_role+insights_table_rep1,grazing,table,role+insights,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/17_grazing_role+insights_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/17_grazing_role+insights_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/17_grazing_role+insights_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/17_grazing_role+insights_table_rep1/validation_state.json,True,True,
18_grazing_role+insights_plot_plus_table_rep1,grazing,plot+table,role+insights,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/18_grazing_role+insights_plot_plus_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/18_grazing_role+insights_plot_plus_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/18_grazing_role+insights_plot_plus_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/18_grazing_role+insights_plot_plus_table_rep1/validation_state.json,True,True,
19_grazing_insights+example_plot_rep1,grazing,plot,insights+example,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/19_grazing_insights+example_plot_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/19_grazing_insights+example_plot_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/19_grazing_insights+example_plot_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/19_grazing_insights+example_plot_rep1/validation_state.json,True,True,
20_grazing_insights+example_table_rep1,grazing,table,insights+example,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/20_grazing_insights+example_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/20_grazing_insights+example_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/20_grazing_insights+example_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/20_grazing_insights+example_table_rep1/validation_state.json,True,True,
21_grazing_insights+example_plot_plus_table_rep1,grazing,plot+table,insights+example,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/21_grazing_insights+example_plot_plus_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/21_grazing_insights+example_plot_plus_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/21_grazing_insights+example_plot_plus_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/21_grazing_insights+example_plot_plus_table_rep1/validation_state.json,True,True,
22_grazing_all_three_plot_rep1,grazing,plot,all_three,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/22_grazing_all_three_plot_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/22_grazing_all_three_plot_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/22_grazing_all_three_plot_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/22_grazing_all_three_plot_rep1/validation_state.json,True,True,
23_grazing_all_three_table_rep1,grazing,table,all_three,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/23_grazing_all_three_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/23_grazing_all_three_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/23_grazing_all_three_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/23_grazing_all_three_table_rep1/validation_state.json,True,True,
24_grazing_all_three_plot_plus_table_rep1,grazing,plot+table,all_three,1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/24_grazing_all_three_plot_plus_table_rep1,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/24_grazing_all_three_plot_plus_table_rep1/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/24_grazing_all_three_plot_plus_table_rep1/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/24_grazing_all_three_plot_plus_table_rep1/validation_state.json,True,True,
25_grazing_none_plot_rep2,grazing,plot,none,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/25_grazing_none_plot_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/25_grazing_none_plot_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/25_grazing_none_plot_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/25_grazing_none_plot_rep2/validation_state.json,True,True,
26_grazing_none_table_rep2,grazing,table,none,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/26_grazing_none_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/26_grazing_none_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/26_grazing_none_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/26_grazing_none_table_rep2/validation_state.json,True,True,
27_grazing_none_plot_plus_table_rep2,grazing,plot+table,none,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/27_grazing_none_plot_plus_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/27_grazing_none_plot_plus_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/27_grazing_none_plot_plus_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/27_grazing_none_plot_plus_table_rep2/validation_state.json,True,True,
28_grazing_role_plot_rep2,grazing,plot,role,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/28_grazing_role_plot_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/28_grazing_role_plot_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/28_grazing_role_plot_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/28_grazing_role_plot_rep2/validation_state.json,True,True,
29_grazing_role_table_rep2,grazing,table,role,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/29_grazing_role_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/29_grazing_role_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/29_grazing_role_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/29_grazing_role_table_rep2/validation_state.json,True,True,
30_grazing_role_plot_plus_table_rep2,grazing,plot+table,role,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/30_grazing_role_plot_plus_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/30_grazing_role_plot_plus_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/30_grazing_role_plot_plus_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/30_grazing_role_plot_plus_table_rep2/validation_state.json,True,True,
31_grazing_insights_plot_rep2,grazing,plot,insights,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/31_grazing_insights_plot_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/31_grazing_insights_plot_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/31_grazing_insights_plot_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/31_grazing_insights_plot_rep2/validation_state.json,True,True,
32_grazing_insights_table_rep2,grazing,table,insights,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/32_grazing_insights_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/32_grazing_insights_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/32_grazing_insights_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/32_grazing_insights_table_rep2/validation_state.json,True,True,
33_grazing_insights_plot_plus_table_rep2,grazing,plot+table,insights,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/33_grazing_insights_plot_plus_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/33_grazing_insights_plot_plus_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/33_grazing_insights_plot_plus_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/33_grazing_insights_plot_plus_table_rep2/validation_state.json,True,True,
34_grazing_example_plot_rep2,grazing,plot,example,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/34_grazing_example_plot_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/34_grazing_example_plot_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/34_grazing_example_plot_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/34_grazing_example_plot_rep2/validation_state.json,True,True,
35_grazing_example_table_rep2,grazing,table,example,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/35_grazing_example_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/35_grazing_example_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/35_grazing_example_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/35_grazing_example_table_rep2/validation_state.json,True,True,
36_grazing_example_plot_plus_table_rep2,grazing,plot+table,example,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/36_grazing_example_plot_plus_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/36_grazing_example_plot_plus_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/36_grazing_example_plot_plus_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/36_grazing_example_plot_plus_table_rep2/validation_state.json,True,True,
37_grazing_role+example_plot_rep2,grazing,plot,role+example,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/37_grazing_role+example_plot_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/37_grazing_role+example_plot_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/37_grazing_role+example_plot_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/37_grazing_role+example_plot_rep2/validation_state.json,True,True,
38_grazing_role+example_table_rep2,grazing,table,role+example,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/38_grazing_role+example_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/38_grazing_role+example_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/38_grazing_role+example_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/38_grazing_role+example_table_rep2/validation_state.json,True,True,
39_grazing_role+example_plot_plus_table_rep2,grazing,plot+table,role+example,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/39_grazing_role+example_plot_plus_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/39_grazing_role+example_plot_plus_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/39_grazing_role+example_plot_plus_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/39_grazing_role+example_plot_plus_table_rep2/validation_state.json,True,True,
40_grazing_role+insights_plot_rep2,grazing,plot,role+insights,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/40_grazing_role+insights_plot_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/40_grazing_role+insights_plot_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/40_grazing_role+insights_plot_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/40_grazing_role+insights_plot_rep2/validation_state.json,True,True,
41_grazing_role+insights_table_rep2,grazing,table,role+insights,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/41_grazing_role+insights_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/41_grazing_role+insights_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/41_grazing_role+insights_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/41_grazing_role+insights_table_rep2/validation_state.json,True,True,
42_grazing_role+insights_plot_plus_table_rep2,grazing,plot+table,role+insights,2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/42_grazing_role+insights_plot_plus_table_rep2,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/42_grazing_role+insights_plot_plus_table_rep2/00_case_summary.json,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/42_grazing_role+insights_plot_plus_table_rep2/review.csv,results/mistral_all_abms_chain/04_generation_smoke_latest/abms/grazing/runs/run_20260309_145053_442490/cases/42_grazing_role+insights_plot_plus_table_rep2/validation_state.json,True,True,
