Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
milk_consumption,author,bert,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bert.txt,0.037951,0.312245,0.459621,0.135729,0.183450,6.205249
milk_consumption,author,longformer_ext,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.056311,0.214195,0.456706,0.108844,0.205433,24.076772
milk_consumption,author,none,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/none.txt,0.024827,0.270795,0.219569,0.096724,0.109399,28.035335
milk_consumption,author,t5,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/t5.txt,0.014006,0.142102,0.359081,0.087866,0.164927,31.131225
fauna,author,bart,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.024442,0.238828,0.445055,0.096419,0.164835,11.482778
fauna,author,bert,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,0.006080,0.264628,0.289011,0.051705,0.110989,0.832293
fauna,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.014564,0.241251,0.370198,0.077013,0.160652,14.476476
fauna,author,none,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.007920,0.177430,0.110748,0.041409,0.058824,10.689378
fauna,author,t5,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,0.008755,0.176300,0.402536,0.031797,0.142631,17.809810
grazing,author,bart,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/bart.txt,0.018293,0.209714,0.455696,0.098731,0.177215,18.906579
grazing,author,bert,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/bert.txt,0.010901,0.278026,0.392954,0.084125,0.136856,8.723529
grazing,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/longformer_ext.txt,0.021097,0.219848,0.392567,0.088475,0.167247,3.994149
grazing,author,none,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/none.txt,0.011402,0.246340,0.164002,0.072669,0.086798,19.087140
grazing,author,t5,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_grazing_role_plot_rep1/02_summaries/t5.txt,0.009276,0.171165,0.385816,0.068279,0.150355,24.087808
milk_consumption,author,bart,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bart.txt,0.020591,0.168849,0.388773,0.127083,0.187110,26.285129
milk_consumption,author,bert,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bert.txt,0.018838,0.310633,0.506080,0.136812,0.166763,1.838760
milk_consumption,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/longformer_ext.txt,0.020899,0.178496,0.425182,0.074954,0.158759,28.465835
milk_consumption,author,none,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/none.txt,0.018597,0.296109,0.267472,0.107782,0.121198,26.447216
milk_consumption,author,t5,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/t5.txt,0.006318,0.122187,0.346112,0.068057,0.166484,32.625019
fauna,author,bart,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.011498,0.223041,0.387097,0.043114,0.145759,7.237159
fauna,author,bert,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.003384,0.236652,0.248996,0.044221,0.096386,-0.293034
fauna,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.012000,0.248480,0.322517,0.039409,0.145526,25.440394
fauna,author,none,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.003667,0.169815,0.101257,0.030857,0.050629,13.249635
fauna,author,t5,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.006804,0.201080,0.403622,0.020752,0.144890,13.847575
grazing,author,bart,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/bart.txt,0.015800,0.164799,0.383562,0.088550,0.167428,13.990192
grazing,author,bert,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/bert.txt,0.010398,0.273848,0.376252,0.071633,0.137339,5.966163
grazing,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/longformer_ext.txt,0.002145,0.040204,0.081575,0.000000,0.045007,-107.755764
grazing,author,none,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/none.txt,0.005463,0.220926,0.164295,0.055958,0.080899,15.620085
grazing,author,t5,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_grazing_role_table_rep1/02_summaries/t5.txt,0.014556,0.190122,0.383648,0.053628,0.147799,15.747914
milk_consumption,author,bart,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/bart.txt,0.025528,0.208329,0.469302,0.126369,0.186712,17.887532
milk_consumption,author,bert,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/bert.txt,0.019646,0.310406,0.416525,0.113384,0.154174,0.868906
milk_consumption,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/longformer_ext.txt,0.022260,0.192673,0.463140,0.095569,0.168257,14.982906
milk_consumption,author,none,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/none.txt,0.010926,0.245813,0.179160,0.069284,0.092042,17.348154
milk_consumption,author,t5,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/t5.txt,0.014169,0.165779,0.409639,0.076137,0.157553,14.743660
fauna,author,bart,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.013358,0.264983,0.425030,0.080473,0.165289,33.191625
fauna,author,bert,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.003336,0.251766,0.260267,0.043586,0.103909,10.574225
fauna,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.008344,0.219612,0.356322,0.064516,0.149425,23.037206
fauna,author,none,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.004116,0.171257,0.099533,0.036733,0.052182,19.480334
fauna,author,t5,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.013031,0.223168,0.405914,0.051213,0.145161,30.405826
grazing,author,bart,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/bart.txt,0.013120,0.166435,0.380368,0.086154,0.165644,26.717599
grazing,author,bert,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/bert.txt,0.007305,0.276053,0.364865,0.071719,0.128378,1.758461
grazing,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.005053,0.078007,0.184438,0.014451,0.083573,-48.104620
grazing,author,none,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/none.txt,0.004998,0.234506,0.163406,0.056182,0.079632,19.326382
grazing,author,t5,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/t5.txt,0.011101,0.162828,0.341693,0.059748,0.147335,21.583951
milk_consumption,author,bart,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/bart.txt,0.040081,0.203280,0.454629,0.148760,0.203483,32.478311
milk_consumption,author,bert,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/bert.txt,0.015078,0.316389,0.465727,0.127494,0.164317,8.411433
milk_consumption,author,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.024380,0.197904,0.428220,0.087099,0.178835,32.667325
milk_consumption,author,none,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/none.txt,0.014988,0.264413,0.209261,0.085926,0.103924,27.862186
milk_consumption,author,t5,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/t5.txt,0.014171,0.165556,0.407129,0.078947,0.161351,38.312988
fauna,author,bart,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/bart.txt,0.015191,0.233368,0.421053,0.083897,0.172740,16.661918
fauna,author,bert,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/bert.txt,0.007506,0.275611,0.283791,0.052779,0.108805,-3.509089
