record_id,bundle_id,case_id,abm,llm,evidence,prompt,role,insights,example,summarizer,repetition,reference_family,summary_output_path,BLEU,METEOR,R-1,R-2,R-L,Reading ease
03_milk_consumption_none_plot_plus_table_rep1__none__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,none,False,False,False,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/none.txt,0.034077,0.283541,0.299289,0.140051,0.155903,44.864262
03_milk_consumption_none_plot_plus_table_rep1__bart__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,none,False,False,False,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bart.txt,0.029160,0.150877,0.363839,0.102908,0.180804,45.463655
03_milk_consumption_none_plot_plus_table_rep1__bert__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,none,False,False,False,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bert.txt,0.042550,0.220525,0.412587,0.120448,0.191608,25.980828
03_milk_consumption_none_plot_plus_table_rep1__t5__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,none,False,False,False,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/t5.txt,0.008798,0.108667,0.281518,0.093252,0.161567,52.144286
03_milk_consumption_none_plot_plus_table_rep1__longformer_ext__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,none,False,False,False,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.025429,0.183885,0.368519,0.105751,0.162963,43.727103
04_milk_consumption_role_plot_rep1__none__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,mistral-medium-latest,plot,role,True,False,False,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_milk_consumption_role_plot_rep1/02_summaries/none.txt,0.032072,0.279011,0.304348,0.135151,0.160580,46.728237
04_milk_consumption_role_plot_rep1__bart__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,mistral-medium-latest,plot,role,True,False,False,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bart.txt,0.039217,0.168146,0.393701,0.128523,0.197975,53.722500
04_milk_consumption_role_plot_rep1__bert__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,mistral-medium-latest,plot,role,True,False,False,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bert.txt,0.043591,0.266349,0.468023,0.138282,0.183140,34.297573
04_milk_consumption_role_plot_rep1__t5__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,mistral-medium-latest,plot,role,True,False,False,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_milk_consumption_role_plot_rep1/02_summaries/t5.txt,0.007005,0.127547,0.332542,0.076190,0.156770,53.860294
04_milk_consumption_role_plot_rep1__longformer_ext__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,mistral-medium-latest,plot,role,True,False,False,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_milk_consumption_role_plot_rep1/02_summaries/longformer_ext.txt,0.054038,0.198146,0.423006,0.128253,0.191095,42.807332
05_milk_consumption_role_table_rep1__none__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,mistral-medium-latest,table,role,True,False,False,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_milk_consumption_role_table_rep1/02_summaries/none.txt,0.015370,0.237357,0.245243,0.086016,0.124031,42.595247
05_milk_consumption_role_table_rep1__bart__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,mistral-medium-latest,table,role,True,False,False,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_milk_consumption_role_table_rep1/02_summaries/bart.txt,0.041897,0.164109,0.364793,0.119022,0.178155,36.035297
05_milk_consumption_role_table_rep1__bert__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,mistral-medium-latest,table,role,True,False,False,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_milk_consumption_role_table_rep1/02_summaries/bert.txt,0.017778,0.234088,0.399235,0.117497,0.170918,26.909062
05_milk_consumption_role_table_rep1__t5__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,mistral-medium-latest,table,role,True,False,False,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_milk_consumption_role_table_rep1/02_summaries/t5.txt,0.012265,0.132071,0.327684,0.081540,0.149153,47.268763
05_milk_consumption_role_table_rep1__longformer_ext__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,mistral-medium-latest,table,role,True,False,False,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_milk_consumption_role_table_rep1/02_summaries/longformer_ext.txt,0.055245,0.199690,0.391881,0.107897,0.182670,44.156471
06_milk_consumption_role_plot_plus_table_rep1__none__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,role,True,False,False,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/none.txt,0.027124,0.251742,0.245469,0.113840,0.130305,41.121822
06_milk_consumption_role_plot_plus_table_rep1__bart__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,role,True,False,False,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/bart.txt,0.060308,0.184945,0.407631,0.142857,0.188755,46.477476
06_milk_consumption_role_plot_plus_table_rep1__bert__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,role,True,False,False,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/bert.txt,0.032636,0.247404,0.403553,0.134689,0.170051,29.021080
06_milk_consumption_role_plot_plus_table_rep1__t5__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,role,True,False,False,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/t5.txt,0.020841,0.168201,0.384454,0.092632,0.180672,41.418582
06_milk_consumption_role_plot_plus_table_rep1__longformer_ext__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,role,True,False,False,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.070298,0.189336,0.394254,0.118305,0.173982,39.775306
07_milk_consumption_insights_plot_rep1__none__modeler,07_milk_consumption_insights_plot_rep1,07_milk_consumption_insights_plot_rep1,milk_consumption,mistral-medium-latest,plot,insights,False,True,False,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/none.txt,0.034186,0.306070,0.345564,0.157543,0.184790,42.295839
07_milk_consumption_insights_plot_rep1__bart__modeler,07_milk_consumption_insights_plot_rep1,07_milk_consumption_insights_plot_rep1,milk_consumption,mistral-medium-latest,plot,insights,False,True,False,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/bart.txt,0.016779,0.103745,0.255474,0.095122,0.148418,31.816930
07_milk_consumption_insights_plot_rep1__bert__modeler,07_milk_consumption_insights_plot_rep1,07_milk_consumption_insights_plot_rep1,milk_consumption,mistral-medium-latest,plot,insights,False,True,False,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/bert.txt,0.042843,0.218869,0.440522,0.135281,0.193400,29.503266
07_milk_consumption_insights_plot_rep1__t5__modeler,07_milk_consumption_insights_plot_rep1,07_milk_consumption_insights_plot_rep1,milk_consumption,mistral-medium-latest,plot,insights,False,True,False,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/t5.txt,0.003792,0.088584,0.227097,0.072445,0.131613,47.654132
07_milk_consumption_insights_plot_rep1__longformer_ext__modeler,07_milk_consumption_insights_plot_rep1,07_milk_consumption_insights_plot_rep1,milk_consumption,mistral-medium-latest,plot,insights,False,True,False,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/longformer_ext.txt,0.033964,0.183885,0.425926,0.115028,0.198148,47.743095
08_milk_consumption_insights_table_rep1__none__modeler,08_milk_consumption_insights_table_rep1,08_milk_consumption_insights_table_rep1,milk_consumption,mistral-medium-latest,table,insights,False,True,False,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/none.txt,0.020073,0.256787,0.283651,0.112717,0.151935,37.578729
08_milk_consumption_insights_table_rep1__bart__modeler,08_milk_consumption_insights_table_rep1,08_milk_consumption_insights_table_rep1,milk_consumption,mistral-medium-latest,table,insights,False,True,False,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/bart.txt,0.031244,0.138972,0.338462,0.094714,0.184615,33.091841
08_milk_consumption_insights_table_rep1__bert__modeler,08_milk_consumption_insights_table_rep1,08_milk_consumption_insights_table_rep1,milk_consumption,mistral-medium-latest,table,insights,False,True,False,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/bert.txt,0.039112,0.241571,0.414886,0.143547,0.198484,27.067388
08_milk_consumption_insights_table_rep1__t5__modeler,08_milk_consumption_insights_table_rep1,08_milk_consumption_insights_table_rep1,milk_consumption,mistral-medium-latest,table,insights,False,True,False,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/t5.txt,0.021109,0.127240,0.322430,0.084309,0.147196,45.810412
08_milk_consumption_insights_table_rep1__longformer_ext__modeler,08_milk_consumption_insights_table_rep1,08_milk_consumption_insights_table_rep1,milk_consumption,mistral-medium-latest,table,insights,False,True,False,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/longformer_ext.txt,0.016948,0.160893,0.332717,0.074074,0.140481,33.573273
09_milk_consumption_insights_plot_plus_table_rep1__none__modeler,09_milk_consumption_insights_plot_plus_table_rep1,09_milk_consumption_insights_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,insights,False,True,False,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/none.txt,0.029584,0.274489,0.286497,0.132639,0.151191,40.152941
09_milk_consumption_insights_plot_plus_table_rep1__bart__modeler,09_milk_consumption_insights_plot_plus_table_rep1,09_milk_consumption_insights_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,insights,False,True,False,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.029980,0.124516,0.287356,0.101382,0.158621,26.812863
09_milk_consumption_insights_plot_plus_table_rep1__bert__modeler,09_milk_consumption_insights_plot_plus_table_rep1,09_milk_consumption_insights_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,insights,False,True,False,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.040525,0.233418,0.417266,0.125737,0.184434,26.988028
09_milk_consumption_insights_plot_plus_table_rep1__t5__modeler,09_milk_consumption_insights_plot_plus_table_rep1,09_milk_consumption_insights_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,insights,False,True,False,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.008085,0.121653,0.284314,0.073710,0.137255,43.583571
09_milk_consumption_insights_plot_plus_table_rep1__longformer_ext__modeler,09_milk_consumption_insights_plot_plus_table_rep1,09_milk_consumption_insights_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,insights,False,True,False,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.056084,0.195880,0.414299,0.124885,0.175985,24.666716
10_milk_consumption_example_plot_rep1__none__modeler,10_milk_consumption_example_plot_rep1,10_milk_consumption_example_plot_rep1,milk_consumption,mistral-medium-latest,plot,example,False,False,True,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/none.txt,0.038423,0.318042,0.349613,0.167172,0.185921,41.488268
10_milk_consumption_example_plot_rep1__bart__modeler,10_milk_consumption_example_plot_rep1,10_milk_consumption_example_plot_rep1,milk_consumption,mistral-medium-latest,plot,example,False,False,True,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/bart.txt,0.023389,0.126525,0.321812,0.107527,0.174017,43.237727
10_milk_consumption_example_plot_rep1__bert__modeler,10_milk_consumption_example_plot_rep1,10_milk_consumption_example_plot_rep1,milk_consumption,mistral-medium-latest,plot,example,False,False,True,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/bert.txt,0.041896,0.232919,0.471507,0.131353,0.217018,32.043811
10_milk_consumption_example_plot_rep1__t5__modeler,10_milk_consumption_example_plot_rep1,10_milk_consumption_example_plot_rep1,milk_consumption,mistral-medium-latest,plot,example,False,False,True,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/t5.txt,0.005156,0.090507,0.240621,0.083009,0.129366,48.939286
10_milk_consumption_example_plot_rep1__longformer_ext__modeler,10_milk_consumption_example_plot_rep1,10_milk_consumption_example_plot_rep1,milk_consumption,mistral-medium-latest,plot,example,False,False,True,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/longformer_ext.txt,0.074416,0.211665,0.468691,0.167300,0.214421,40.666050
11_milk_consumption_example_table_rep1__none__modeler,11_milk_consumption_example_table_rep1,11_milk_consumption_example_table_rep1,milk_consumption,mistral-medium-latest,table,example,False,False,True,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/none.txt,0.020975,0.270074,0.294600,0.124470,0.153237,37.319451
11_milk_consumption_example_table_rep1__bart__modeler,11_milk_consumption_example_table_rep1,11_milk_consumption_example_table_rep1,milk_consumption,mistral-medium-latest,table,example,False,False,True,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/bart.txt,0.021211,0.118805,0.312139,0.095017,0.161850,37.795910
11_milk_consumption_example_table_rep1__bert__modeler,11_milk_consumption_example_table_rep1,11_milk_consumption_example_table_rep1,milk_consumption,mistral-medium-latest,table,example,False,False,True,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/bert.txt,0.036686,0.225293,0.401674,0.124302,0.193863,20.958851
11_milk_consumption_example_table_rep1__t5__modeler,11_milk_consumption_example_table_rep1,11_milk_consumption_example_table_rep1,milk_consumption,mistral-medium-latest,table,example,False,False,True,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/t5.txt,0.009474,0.105629,0.285030,0.079232,0.131737,37.212692
11_milk_consumption_example_table_rep1__longformer_ext__modeler,11_milk_consumption_example_table_rep1,11_milk_consumption_example_table_rep1,milk_consumption,mistral-medium-latest,table,example,False,False,True,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/longformer_ext.txt,0.013782,0.130349,0.364334,0.092219,0.170662,38.370732
12_milk_consumption_example_plot_plus_table_rep1__none__modeler,12_milk_consumption_example_plot_plus_table_rep1,12_milk_consumption_example_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,example,False,False,True,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/none.txt,0.027591,0.285140,0.290375,0.136561,0.159869,42.972496
12_milk_consumption_example_plot_plus_table_rep1__bart__modeler,12_milk_consumption_example_plot_plus_table_rep1,12_milk_consumption_example_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,example,False,False,True,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/bart.txt,0.044789,0.172067,0.379691,0.137168,0.194260,44.782806
12_milk_consumption_example_plot_plus_table_rep1__bert__modeler,12_milk_consumption_example_plot_plus_table_rep1,12_milk_consumption_example_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,example,False,False,True,bert,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/bert.txt,0.034131,0.237780,0.431452,0.118439,0.193548,29.172898
12_milk_consumption_example_plot_plus_table_rep1__t5__modeler,12_milk_consumption_example_plot_plus_table_rep1,12_milk_consumption_example_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,example,False,False,True,t5,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/t5.txt,0.009394,0.108515,0.283654,0.077108,0.141827,35.366595
12_milk_consumption_example_plot_plus_table_rep1__longformer_ext__modeler,12_milk_consumption_example_plot_plus_table_rep1,12_milk_consumption_example_plot_plus_table_rep1,milk_consumption,mistral-medium-latest,plot+table,example,False,False,True,longformer_ext,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.036602,0.189930,0.382739,0.120301,0.172608,38.038587
13_milk_consumption_role+example_plot_rep1__none__modeler,13_milk_consumption_role+example_plot_rep1,13_milk_consumption_role+example_plot_rep1,milk_consumption,mistral-medium-latest,plot,role+example,True,False,True,none,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_milk_consumption_role+example_plot_rep1/02_summaries/none.txt,0.026707,0.264918,0.267503,0.126538,0.146550,42.735401
13_milk_consumption_role+example_plot_rep1__bart__modeler,13_milk_consumption_role+example_plot_rep1,13_milk_consumption_role+example_plot_rep1,milk_consumption,mistral-medium-latest,plot,role+example,True,False,True,bart,1,modeler,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_milk_consumption_role+example_plot_rep1/02_summaries/bart.txt,0.049695,0.180027,0.411829,0.155873,0.201533,46.200635
