record_id,bundle_id,case_id,abm,llm,evidence,prompt,role,insights,example,summarizer,repetition,reference_family,summary_output_path,BLEU,METEOR,R-1,R-2,R-L,Reading ease
03_grazing_none_plot_plus_table_rep1__none,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,none,False,False,False,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/none.txt,0.074377,0.074377,0.074377,0.037189,0.074377,0.000000
03_grazing_none_plot_plus_table_rep1__bart,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,none,False,False,False,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/bart.txt,0.159754,0.159754,0.159754,0.079877,0.159754,0.000000
03_grazing_none_plot_plus_table_rep1__bert,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,none,False,False,False,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/bert.txt,0.128788,0.128788,0.128788,0.064394,0.128788,0.000000
03_grazing_none_plot_plus_table_rep1__t5,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,none,False,False,False,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/t5.txt,0.149406,0.149406,0.149406,0.074703,0.149406,0.000000
03_grazing_none_plot_plus_table_rep1__longformer_ext,03_grazing_none_plot_plus_table_rep1,03_grazing_none_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,none,False,False,False,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/03_grazing_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.120755,0.120755,0.120755,0.060377,0.120755,0.000000
04_grazing_role_plot_rep1__none,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role,True,False,False,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/04_grazing_role_plot_rep1/02_summaries/none.txt,0.065817,0.065817,0.065817,0.032908,0.065817,0.000000
04_grazing_role_plot_rep1__bart,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role,True,False,False,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/04_grazing_role_plot_rep1/02_summaries/bart.txt,0.134328,0.134328,0.134328,0.067164,0.134328,0.000000
04_grazing_role_plot_rep1__bert,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role,True,False,False,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/04_grazing_role_plot_rep1/02_summaries/bert.txt,0.106095,0.106095,0.106095,0.053047,0.106095,0.000000
04_grazing_role_plot_rep1__t5,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role,True,False,False,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/04_grazing_role_plot_rep1/02_summaries/t5.txt,0.130031,0.130031,0.130031,0.065015,0.130031,0.000000
04_grazing_role_plot_rep1__longformer_ext,04_grazing_role_plot_rep1,04_grazing_role_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role,True,False,False,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/04_grazing_role_plot_rep1/02_summaries/longformer_ext.txt,0.107143,0.107143,0.107143,0.053571,0.107143,0.000000
05_grazing_role_table_rep1__none,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role,True,False,False,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/05_grazing_role_table_rep1/02_summaries/none.txt,0.069847,0.069847,0.069847,0.034924,0.069847,0.000000
05_grazing_role_table_rep1__bart,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role,True,False,False,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/05_grazing_role_table_rep1/02_summaries/bart.txt,0.135252,0.135252,0.135252,0.067626,0.135252,0.000000
05_grazing_role_table_rep1__bert,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role,True,False,False,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/05_grazing_role_table_rep1/02_summaries/bert.txt,0.125156,0.125156,0.125156,0.062578,0.125156,0.000000
05_grazing_role_table_rep1__t5,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role,True,False,False,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/05_grazing_role_table_rep1/02_summaries/t5.txt,0.125196,0.125196,0.125196,0.062598,0.125196,0.000000
05_grazing_role_table_rep1__longformer_ext,05_grazing_role_table_rep1,05_grazing_role_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role,True,False,False,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/05_grazing_role_table_rep1/02_summaries/longformer_ext.txt,0.076809,0.076809,0.076809,0.038405,0.076809,0.000000
06_grazing_role_plot_plus_table_rep1__none,06_grazing_role_plot_plus_table_rep1,06_grazing_role_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role,True,False,False,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/none.txt,0.072564,0.072564,0.072564,0.036282,0.072564,0.000000
06_grazing_role_plot_plus_table_rep1__bart,06_grazing_role_plot_plus_table_rep1,06_grazing_role_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role,True,False,False,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/bart.txt,0.149051,0.149051,0.149051,0.074526,0.149051,0.000000
06_grazing_role_plot_plus_table_rep1__bert,06_grazing_role_plot_plus_table_rep1,06_grazing_role_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role,True,False,False,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/bert.txt,0.127660,0.127660,0.127660,0.063830,0.127660,0.000000
06_grazing_role_plot_plus_table_rep1__t5,06_grazing_role_plot_plus_table_rep1,06_grazing_role_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role,True,False,False,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/t5.txt,0.115894,0.115894,0.115894,0.057947,0.115894,0.000000
06_grazing_role_plot_plus_table_rep1__longformer_ext,06_grazing_role_plot_plus_table_rep1,06_grazing_role_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role,True,False,False,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.115242,0.115242,0.115242,0.057621,0.115242,0.000000
07_grazing_insights_plot_rep1__none,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,False,True,False,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/none.txt,0.084167,0.084167,0.084167,0.042083,0.084167,0.000000
07_grazing_insights_plot_rep1__bart,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,False,True,False,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/bart.txt,0.121827,0.121827,0.121827,0.060914,0.121827,0.000000
07_grazing_insights_plot_rep1__bert,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,False,True,False,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/bert.txt,0.136947,0.136947,0.136947,0.068474,0.136947,0.000000
07_grazing_insights_plot_rep1__t5,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,False,True,False,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/t5.txt,0.137221,0.137221,0.137221,0.068611,0.137221,0.000000
07_grazing_insights_plot_rep1__longformer_ext,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,False,True,False,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/longformer_ext.txt,0.127820,0.127820,0.127820,0.063910,0.127820,0.000000
08_grazing_insights_table_rep1__none,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,False,True,False,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/none.txt,0.078366,0.078366,0.078366,0.039183,0.078366,0.000000
08_grazing_insights_table_rep1__bart,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,False,True,False,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/bart.txt,0.131868,0.131868,0.131868,0.065934,0.131868,0.000000
08_grazing_insights_table_rep1__bert,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,False,True,False,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/bert.txt,0.136951,0.136951,0.136951,0.068475,0.136951,0.000000
08_grazing_insights_table_rep1__t5,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,False,True,False,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/t5.txt,0.138053,0.138053,0.138053,0.069027,0.138053,0.000000
08_grazing_insights_table_rep1__longformer_ext,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,False,True,False,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/longformer_ext.txt,0.107143,0.107143,0.107143,0.053571,0.107143,0.000000
09_grazing_insights_plot_plus_table_rep1__none,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,False,True,False,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/none.txt,0.084733,0.084733,0.084733,0.042366,0.084733,0.000000
09_grazing_insights_plot_plus_table_rep1__bart,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,False,True,False,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.169935,0.169935,0.169935,0.084967,0.169935,0.000000
09_grazing_insights_plot_plus_table_rep1__bert,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,False,True,False,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.131579,0.131579,0.131579,0.065789,0.131579,0.000000
09_grazing_insights_plot_plus_table_rep1__t5,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,False,True,False,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.141818,0.141818,0.141818,0.070909,0.141818,0.000000
09_grazing_insights_plot_plus_table_rep1__longformer_ext,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,False,True,False,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.143066,0.143066,0.143066,0.071533,0.143066,0.000000
10_grazing_example_plot_rep1__none,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,False,False,True,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/none.txt,0.087084,0.087084,0.087084,0.043542,0.087084,0.000000
10_grazing_example_plot_rep1__bart,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,False,False,True,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/bart.txt,0.157303,0.157303,0.157303,0.078652,0.157303,0.000000
10_grazing_example_plot_rep1__bert,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,False,False,True,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/bert.txt,0.131148,0.131148,0.131148,0.065574,0.131148,0.000000
10_grazing_example_plot_rep1__t5,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,False,False,True,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/t5.txt,0.166378,0.166378,0.166378,0.083189,0.166378,0.000000
10_grazing_example_plot_rep1__longformer_ext,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,False,False,True,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/longformer_ext.txt,0.110940,0.110940,0.110940,0.055470,0.110940,0.000000
11_grazing_example_table_rep1__none,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,False,False,True,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/none.txt,0.079684,0.079684,0.079684,0.039842,0.079684,0.000000
11_grazing_example_table_rep1__bart,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,False,False,True,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/bart.txt,0.153333,0.153333,0.153333,0.076667,0.153333,0.000000
11_grazing_example_table_rep1__bert,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,False,False,True,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/bert.txt,0.123711,0.123711,0.123711,0.061856,0.123711,0.000000
11_grazing_example_table_rep1__t5,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,False,False,True,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/t5.txt,0.154116,0.154116,0.154116,0.077058,0.154116,0.000000
11_grazing_example_table_rep1__longformer_ext,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,False,False,True,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/longformer_ext.txt,0.157303,0.157303,0.157303,0.078652,0.157303,0.000000
12_grazing_example_plot_plus_table_rep1__none,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,False,False,True,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/none.txt,0.076229,0.076229,0.076229,0.038114,0.076229,0.000000
12_grazing_example_plot_plus_table_rep1__bart,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,False,False,True,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/bart.txt,0.151181,0.151181,0.151181,0.075591,0.151181,0.000000
12_grazing_example_plot_plus_table_rep1__bert,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,False,False,True,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/bert.txt,0.139037,0.139037,0.139037,0.069519,0.139037,0.000000
12_grazing_example_plot_plus_table_rep1__t5,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,False,False,True,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/t5.txt,0.149660,0.149660,0.149660,0.074830,0.149660,0.000000
12_grazing_example_plot_plus_table_rep1__longformer_ext,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,False,False,True,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.119940,0.119940,0.119940,0.059970,0.119940,0.000000
13_grazing_role+example_plot_rep1__none,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,True,False,True,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/none.txt,0.075776,0.075776,0.075776,0.037888,0.075776,0.000000
13_grazing_role+example_plot_rep1__bart,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,True,False,True,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/bart.txt,0.153619,0.153619,0.153619,0.076809,0.153619,0.000000
13_grazing_role+example_plot_rep1__bert,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,True,False,True,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/bert.txt,0.108861,0.108861,0.108861,0.054430,0.108861,0.000000
13_grazing_role+example_plot_rep1__t5,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,True,False,True,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/t5.txt,0.140673,0.140673,0.140673,0.070336,0.140673,0.000000
13_grazing_role+example_plot_rep1__longformer_ext,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,True,False,True,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/longformer_ext.txt,0.143791,0.143791,0.143791,0.071895,0.143791,0.000000
14_grazing_role+example_table_rep1__none,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,True,False,True,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/none.txt,0.074967,0.074967,0.074967,0.037484,0.074967,0.000000
14_grazing_role+example_table_rep1__bart,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,True,False,True,bart,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/bart.txt,0.139410,0.139410,0.139410,0.069705,0.139410,0.000000
14_grazing_role+example_table_rep1__bert,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,True,False,True,bert,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/bert.txt,0.131367,0.131367,0.131367,0.065684,0.131367,0.000000
14_grazing_role+example_table_rep1__t5,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,True,False,True,t5,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/t5.txt,0.139461,0.139461,0.139461,0.069731,0.139461,0.000000
14_grazing_role+example_table_rep1__longformer_ext,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,True,False,True,longformer_ext,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/longformer_ext.txt,0.083200,0.083200,0.083200,0.041600,0.083200,0.000000
15_grazing_role+example_plot_plus_table_rep1__none,15_grazing_role+example_plot_plus_table_rep1,15_grazing_role+example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role+example,True,False,True,none,1,author,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/none.txt,0.077355,0.077355,0.077355,0.038677,0.077355,0.000000
