record_id,bundle_id,case_id,abm,llm,evidence,prompt,summarizer,repetition,summary_output_path,success,reference_family,error
06_grazing_role_plot_plus_table_rep1__bert,06_grazing_role_plot_plus_table_rep1,06_grazing_role_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/bert.txt,True,author,
06_grazing_role_plot_plus_table_rep1__t5,06_grazing_role_plot_plus_table_rep1,06_grazing_role_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/t5.txt,True,author,
06_grazing_role_plot_plus_table_rep1__longformer_ext,06_grazing_role_plot_plus_table_rep1,06_grazing_role_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/06_grazing_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,author,
07_grazing_insights_plot_rep1__none,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/none.txt,True,author,
07_grazing_insights_plot_rep1__bart,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/bart.txt,True,author,
07_grazing_insights_plot_rep1__bert,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/bert.txt,True,author,
07_grazing_insights_plot_rep1__t5,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/t5.txt,True,author,
07_grazing_insights_plot_rep1__longformer_ext,07_grazing_insights_plot_rep1,07_grazing_insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,insights,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/07_grazing_insights_plot_rep1/02_summaries/longformer_ext.txt,True,author,
08_grazing_insights_table_rep1__none,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/none.txt,True,author,
08_grazing_insights_table_rep1__bart,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/bart.txt,True,author,
08_grazing_insights_table_rep1__bert,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/bert.txt,True,author,
08_grazing_insights_table_rep1__t5,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/t5.txt,True,author,
08_grazing_insights_table_rep1__longformer_ext,08_grazing_insights_table_rep1,08_grazing_insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,insights,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/08_grazing_insights_table_rep1/02_summaries/longformer_ext.txt,True,author,
09_grazing_insights_plot_plus_table_rep1__none,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/none.txt,True,author,
09_grazing_insights_plot_plus_table_rep1__bart,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/bart.txt,True,author,
09_grazing_insights_plot_plus_table_rep1__bert,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/bert.txt,True,author,
09_grazing_insights_plot_plus_table_rep1__t5,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/t5.txt,True,author,
09_grazing_insights_plot_plus_table_rep1__longformer_ext,09_grazing_insights_plot_plus_table_rep1,09_grazing_insights_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,insights,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/09_grazing_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,author,
10_grazing_example_plot_rep1__none,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/none.txt,True,author,
10_grazing_example_plot_rep1__bart,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/bart.txt,True,author,
10_grazing_example_plot_rep1__bert,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/bert.txt,True,author,
10_grazing_example_plot_rep1__t5,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/t5.txt,True,author,
10_grazing_example_plot_rep1__longformer_ext,10_grazing_example_plot_rep1,10_grazing_example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,example,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/10_grazing_example_plot_rep1/02_summaries/longformer_ext.txt,True,author,
11_grazing_example_table_rep1__none,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/none.txt,True,author,
11_grazing_example_table_rep1__bart,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/bart.txt,True,author,
11_grazing_example_table_rep1__bert,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/bert.txt,True,author,
11_grazing_example_table_rep1__t5,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/t5.txt,True,author,
11_grazing_example_table_rep1__longformer_ext,11_grazing_example_table_rep1,11_grazing_example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,example,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/11_grazing_example_table_rep1/02_summaries/longformer_ext.txt,True,author,
12_grazing_example_plot_plus_table_rep1__none,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/none.txt,True,author,
12_grazing_example_plot_plus_table_rep1__bart,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/bart.txt,True,author,
12_grazing_example_plot_plus_table_rep1__bert,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/bert.txt,True,author,
12_grazing_example_plot_plus_table_rep1__t5,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/t5.txt,True,author,
12_grazing_example_plot_plus_table_rep1__longformer_ext,12_grazing_example_plot_plus_table_rep1,12_grazing_example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,example,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/12_grazing_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,author,
13_grazing_role+example_plot_rep1__none,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/none.txt,True,author,
13_grazing_role+example_plot_rep1__bart,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/bart.txt,True,author,
13_grazing_role+example_plot_rep1__bert,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/bert.txt,True,author,
13_grazing_role+example_plot_rep1__t5,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/t5.txt,True,author,
13_grazing_role+example_plot_rep1__longformer_ext,13_grazing_role+example_plot_rep1,13_grazing_role+example_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+example,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/13_grazing_role+example_plot_rep1/02_summaries/longformer_ext.txt,True,author,
14_grazing_role+example_table_rep1__none,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/none.txt,True,author,
14_grazing_role+example_table_rep1__bart,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/bart.txt,True,author,
14_grazing_role+example_table_rep1__bert,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/bert.txt,True,author,
14_grazing_role+example_table_rep1__t5,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/t5.txt,True,author,
14_grazing_role+example_table_rep1__longformer_ext,14_grazing_role+example_table_rep1,14_grazing_role+example_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+example,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/14_grazing_role+example_table_rep1/02_summaries/longformer_ext.txt,True,author,
15_grazing_role+example_plot_plus_table_rep1__none,15_grazing_role+example_plot_plus_table_rep1,15_grazing_role+example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role+example,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/none.txt,True,author,
15_grazing_role+example_plot_plus_table_rep1__bart,15_grazing_role+example_plot_plus_table_rep1,15_grazing_role+example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role+example,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/bart.txt,True,author,
15_grazing_role+example_plot_plus_table_rep1__bert,15_grazing_role+example_plot_plus_table_rep1,15_grazing_role+example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role+example,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/bert.txt,True,author,
15_grazing_role+example_plot_plus_table_rep1__t5,15_grazing_role+example_plot_plus_table_rep1,15_grazing_role+example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role+example,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/t5.txt,True,author,
15_grazing_role+example_plot_plus_table_rep1__longformer_ext,15_grazing_role+example_plot_plus_table_rep1,15_grazing_role+example_plot_plus_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot+table,role+example,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,True,author,
16_grazing_role+insights_plot_rep1__none,16_grazing_role+insights_plot_rep1,16_grazing_role+insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+insights,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/16_grazing_role+insights_plot_rep1/02_summaries/none.txt,True,author,
16_grazing_role+insights_plot_rep1__bart,16_grazing_role+insights_plot_rep1,16_grazing_role+insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+insights,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/16_grazing_role+insights_plot_rep1/02_summaries/bart.txt,True,author,
16_grazing_role+insights_plot_rep1__bert,16_grazing_role+insights_plot_rep1,16_grazing_role+insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+insights,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/16_grazing_role+insights_plot_rep1/02_summaries/bert.txt,True,author,
16_grazing_role+insights_plot_rep1__t5,16_grazing_role+insights_plot_rep1,16_grazing_role+insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+insights,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/16_grazing_role+insights_plot_rep1/02_summaries/t5.txt,True,author,
16_grazing_role+insights_plot_rep1__longformer_ext,16_grazing_role+insights_plot_rep1,16_grazing_role+insights_plot_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,plot,role+insights,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/16_grazing_role+insights_plot_rep1/02_summaries/longformer_ext.txt,True,author,
17_grazing_role+insights_table_rep1__none,17_grazing_role+insights_table_rep1,17_grazing_role+insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+insights,none,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/17_grazing_role+insights_table_rep1/02_summaries/none.txt,True,author,
17_grazing_role+insights_table_rep1__bart,17_grazing_role+insights_table_rep1,17_grazing_role+insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+insights,bart,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/17_grazing_role+insights_table_rep1/02_summaries/bart.txt,True,author,
17_grazing_role+insights_table_rep1__bert,17_grazing_role+insights_table_rep1,17_grazing_role+insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+insights,bert,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/17_grazing_role+insights_table_rep1/02_summaries/bert.txt,True,author,
17_grazing_role+insights_table_rep1__t5,17_grazing_role+insights_table_rep1,17_grazing_role+insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+insights,t5,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/17_grazing_role+insights_table_rep1/02_summaries/t5.txt,True,author,
17_grazing_role+insights_table_rep1__longformer_ext,17_grazing_role+insights_table_rep1,17_grazing_role+insights_table_rep1,grazing,nvidia/nemotron-nano-12b-v2-vl:free,table,role+insights,longformer_ext,1,results/summarizer_smoke_latest/runs/run_20260309_050846_037414/bundles/17_grazing_role+insights_table_rep1/02_summaries/longformer_ext.txt,True,author,
