Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,Yes,No,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.016502,0.167844,0.429200,0.093392,0.202287,20.175102
fauna,modeler,none,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.011761,0.248052,0.241998,0.063139,0.109421,38.759364
fauna,modeler,bart,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.003715,0.118175,0.313725,0.051081,0.150980,29.058750
fauna,modeler,bert,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.026857,0.266511,0.432133,0.077648,0.170637,16.653333
fauna,modeler,t5,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.002705,0.097516,0.266398,0.040445,0.125126,44.901403
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.011084,0.167602,0.370253,0.052298,0.174051,38.472201
fauna,modeler,none,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.022082,0.274262,0.280137,0.085511,0.129253,42.232965
fauna,modeler,bart,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.005396,0.096406,0.256628,0.055260,0.137858,16.973267
fauna,modeler,bert,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.047064,0.262133,0.447685,0.100317,0.181357,22.119945
fauna,modeler,t5,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.005001,0.096730,0.276890,0.059765,0.140575,46.358471
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.015402,0.158675,0.357522,0.074468,0.161062,37.092452
fauna,modeler,none,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/none.txt,0.026108,0.296796,0.368098,0.113086,0.151760,31.224839
fauna,modeler,bart,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/bart.txt,0.001291,0.079381,0.231884,0.042458,0.122631,25.339375
fauna,modeler,bert,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/bert.txt,0.033628,0.209671,0.431802,0.090577,0.173596,22.549474
fauna,modeler,t5,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/t5.txt,0.000694,0.067130,0.213808,0.033482,0.113586,21.361627
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/longformer_ext.txt,0.010818,0.164288,0.416014,0.076722,0.200174,20.649877
fauna,modeler,none,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/none.txt,0.016258,0.265793,0.247133,0.066027,0.114674,31.732938
fauna,modeler,bart,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/bart.txt,0.005775,0.107869,0.288577,0.048193,0.136273,22.203114
fauna,modeler,bert,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/bert.txt,0.023569,0.220532,0.391667,0.050060,0.154762,13.937084
fauna,modeler,t5,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/t5.txt,0.003160,0.080627,0.218615,0.032538,0.114719,31.381538
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/longformer_ext.txt,0.014008,0.127949,0.278383,0.042056,0.127527,26.071629
fauna,modeler,none,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/none.txt,0.021585,0.284017,0.321418,0.092817,0.135894,32.952598
fauna,modeler,bart,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.003560,0.097189,0.279661,0.055202,0.150424,28.547430
fauna,modeler,bert,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.031190,0.226135,0.434054,0.071279,0.167481,19.940166
fauna,modeler,t5,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.002993,0.091426,0.284790,0.064865,0.142395,30.600205
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.012216,0.150201,0.366096,0.079494,0.169522,21.397648
fauna,modeler,none,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/none.txt,0.028204,0.297057,0.328720,0.111368,0.141869,29.527717
fauna,modeler,bart,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/bart.txt,0.010152,0.125229,0.325820,0.088296,0.161885,25.560569
fauna,modeler,bert,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/bert.txt,0.027241,0.209207,0.409060,0.068729,0.166095,17.314848
fauna,modeler,t5,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/t5.txt,0.002083,0.083260,0.237251,0.040000,0.119734,31.434889
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/longformer_ext.txt,0.014776,0.147750,0.398214,0.093023,0.192857,4.120691
fauna,modeler,none,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/none.txt,0.014112,0.273862,0.263955,0.078561,0.122044,32.682336
fauna,modeler,bart,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/bart.txt,0.005090,0.108762,0.302115,0.058527,0.151057,18.677448
fauna,modeler,bert,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/bert.txt,0.028030,0.263553,0.473029,0.092582,0.175459,15.747365
fauna,modeler,t5,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/t5.txt,0.003885,0.097799,0.271116,0.064786,0.139729,18.393406
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/longformer_ext.txt,0.017273,0.206801,0.436834,0.089939,0.187215,29.444515
fauna,modeler,none,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/none.txt,0.022824,0.285501,0.299710,0.099078,0.127996,33.700942
fauna,modeler,bart,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bart.txt,0.007689,0.111180,0.330294,0.091371,0.160081,26.173663
fauna,modeler,bert,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bert.txt,0.048987,0.276300,0.494059,0.120225,0.183865,18.079783
fauna,modeler,t5,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/t5.txt,0.004971,0.102501,0.280922,0.067227,0.142558,42.652060
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.013650,0.170063,0.413547,0.076786,0.210339,34.327427
fauna,modeler,none,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/none.txt,0.021708,0.284191,0.301688,0.097098,0.131857,35.360567
fauna,modeler,bart,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/bart.txt,0.009507,0.130963,0.341948,0.085657,0.172962,30.261295
fauna,modeler,bert,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/bert.txt,0.033257,0.267224,0.476427,0.115528,0.178660,12.719389
fauna,modeler,t5,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/t5.txt,0.001873,0.083333,0.242222,0.053452,0.122222,32.152184
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/longformer_ext.txt,0.005532,0.110100,0.319853,0.051565,0.128676,16.670882
fauna,modeler,none,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/none.txt,0.010832,0.248085,0.230036,0.063573,0.106333,31.584237
fauna,modeler,bart,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/bart.txt,0.006494,0.123433,0.334630,0.056530,0.153696,29.489799
fauna,modeler,bert,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/bert.txt,0.018174,0.263172,0.418554,0.066955,0.167206,12.775000
fauna,modeler,t5,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/t5.txt,0.004441,0.116217,0.289710,0.050050,0.135864,31.541078
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/longformer_ext.txt,0.017305,0.207665,0.430473,0.075556,0.184911,16.581456
fauna,modeler,none,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/none.txt,0.020364,0.280386,0.288649,0.087484,0.125362,34.293252
fauna,modeler,bart,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/bart.txt,0.004526,0.104818,0.280851,0.066098,0.140426,27.627641
fauna,modeler,bert,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/bert.txt,0.027661,0.267752,0.470736,0.098299,0.179987,13.262634
fauna,modeler,t5,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/t5.txt,0.007029,0.108708,0.295745,0.081023,0.148936,33.710810
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.010382,0.152641,0.373239,0.056437,0.167254,16.272705
fauna,modeler,none,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/none.txt,0.032514,0.293928,0.352217,0.112754,0.144704,37.297417
fauna,modeler,bart,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/bart.txt,0.004866,0.095811,0.266241,0.038420,0.127796,27.959595
fauna,modeler,bert,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/bert.txt,0.049002,0.259820,0.508544,0.117728,0.191388,20.572202
fauna,modeler,t5,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/t5.txt,0.002424,0.101224,0.275634,0.061878,0.143330,43.585909
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/longformer_ext.txt,0.014720,0.134204,0.345750,0.068900,0.171920,10.872149
fauna,modeler,none,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/none.txt,0.007089,0.241948,0.219249,0.057531,0.100639,31.828394
fauna,modeler,bart,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/bart.txt,0.010846,0.138076,0.349817,0.075229,0.173993,26.205215
fauna,modeler,bert,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/bert.txt,0.010702,0.265517,0.401241,0.060041,0.154085,14.962191
fauna,modeler,t5,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/t5.txt,0.002224,0.092409,0.263646,0.039216,0.129763,34.162806
fauna,modeler,longformer_ext,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/longformer_ext.txt,0.012551,0.181345,0.406859,0.057767,0.165238,35.700131
fauna,modeler,none,qwen/qwen3.5-27b,Yes,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/none.txt,0.019292,0.277901,0.296174,0.085376,0.130471,33.685718
fauna,modeler,bart,qwen/qwen3.5-27b,Yes,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/bart.txt,0.007184,0.106107,0.293634,0.069959,0.135524,26.892320
fauna,modeler,bert,qwen/qwen3.5-27b,Yes,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/bert.txt,0.018530,0.253832,0.450809,0.087282,0.174346,3.929147
