record_id,bundle_id,case_id,abm,llm,evidence,prompt,role,insights,example,summarizer,repetition,reference_family,summary_output_path,BLEU,METEOR,R-1,R-2,R-L,Reading ease
03_fauna_none_plot_plus_table_rep1__none__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.041174,0.248704,0.480638,0.155599,0.227790,40.249156
03_fauna_none_plot_plus_table_rep1__bart__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.000020,0.047070,0.126793,0.037396,0.070737,25.438256
03_fauna_none_plot_plus_table_rep1__bert__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.000516,0.062018,0.175654,0.062682,0.096222,30.270433
03_fauna_none_plot_plus_table_rep1__t5__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.000010,0.041824,0.126144,0.046827,0.071211,39.951200
03_fauna_none_plot_plus_table_rep1__longformer_ext__gpt5_2_long,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,none,False,False,False,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.003984,0.095905,0.265785,0.084838,0.122670,34.864858
04_fauna_role_plot_rep1__none__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.052579,0.257509,0.554790,0.194555,0.264877,41.718133
04_fauna_role_plot_rep1__bart__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.000020,0.042458,0.134945,0.048371,0.077878,18.193846
04_fauna_role_plot_rep1__bert__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,0.000220,0.060084,0.184726,0.061398,0.108355,30.621255
04_fauna_role_plot_rep1__t5__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,0.000002,0.036408,0.119850,0.043612,0.068778,39.384022
04_fauna_role_plot_rep1__longformer_ext__gpt5_2_long,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,mistral-medium-latest,plot,role,True,False,False,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.000100,0.046565,0.152846,0.041653,0.083252,37.846821
05_fauna_role_table_rep1__none__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.032416,0.258409,0.446562,0.135635,0.205468,40.213427
05_fauna_role_table_rep1__bart__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.000631,0.062492,0.189224,0.060976,0.101988,29.670123
05_fauna_role_table_rep1__bert__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.000497,0.066772,0.191223,0.042033,0.101567,27.066149
05_fauna_role_table_rep1__t5__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.000066,0.048738,0.147264,0.051112,0.084909,35.764048
05_fauna_role_table_rep1__longformer_ext__gpt5_2_long,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,mistral-medium-latest,table,role,True,False,False,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.001493,0.057037,0.184219,0.063542,0.094939,55.874320
06_fauna_role_plot_plus_table_rep1__none__gpt5_2_long,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.037612,0.266417,0.500860,0.160538,0.236822,38.916984
06_fauna_role_plot_plus_table_rep1__bart__gpt5_2_long,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.000064,0.047802,0.143989,0.049570,0.082563,25.678275
06_fauna_role_plot_plus_table_rep1__bert__gpt5_2_long,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.000591,0.065329,0.193774,0.059123,0.104193,30.119318
06_fauna_role_plot_plus_table_rep1__t5__gpt5_2_long,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.000020,0.043569,0.134273,0.050386,0.080564,34.399600
06_fauna_role_plot_plus_table_rep1__longformer_ext__gpt5_2_long,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,role,True,False,False,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.001834,0.078839,0.236010,0.063299,0.108273,27.284428
07_fauna_insights_plot_rep1__none__gpt5_2_long,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/none.txt,0.044175,0.264543,0.517310,0.181728,0.242334,38.217714
07_fauna_insights_plot_rep1__bart__gpt5_2_long,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/bart.txt,0.000014,0.040634,0.124581,0.036193,0.066979,28.656728
07_fauna_insights_plot_rep1__bert__gpt5_2_long,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/bert.txt,0.000358,0.064106,0.200451,0.072880,0.106349,34.898985
07_fauna_insights_plot_rep1__t5__gpt5_2_long,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/t5.txt,0.000016,0.043543,0.127703,0.050034,0.073649,28.004303
07_fauna_insights_plot_rep1__longformer_ext__gpt5_2_long,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,mistral-medium-latest,plot,insights,False,True,False,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_fauna_insights_plot_rep1/02_summaries/longformer_ext.txt,0.000721,0.069358,0.200568,0.058062,0.096500,27.565843
08_fauna_insights_table_rep1__none__gpt5_2_long,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/none.txt,0.033586,0.259345,0.448073,0.137556,0.208566,36.528623
08_fauna_insights_table_rep1__bart__gpt5_2_long,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/bart.txt,0.000445,0.064049,0.188160,0.063401,0.093440,26.814191
08_fauna_insights_table_rep1__bert__gpt5_2_long,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/bert.txt,0.000671,0.066225,0.190900,0.061127,0.099268,33.327033
08_fauna_insights_table_rep1__t5__gpt5_2_long,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/t5.txt,0.000043,0.046257,0.130217,0.038757,0.070117,31.026924
08_fauna_insights_table_rep1__longformer_ext__gpt5_2_long,08_fauna_insights_table_rep1,08_fauna_insights_table_rep1,fauna,mistral-medium-latest,table,insights,False,True,False,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_fauna_insights_table_rep1/02_summaries/longformer_ext.txt,0.001519,0.080838,0.220643,0.068027,0.106922,26.021743
09_fauna_insights_plot_plus_table_rep1__none__gpt5_2_long,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/none.txt,0.035087,0.267139,0.488455,0.153391,0.219065,36.546395
09_fauna_insights_plot_plus_table_rep1__bart__gpt5_2_long,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.000249,0.058273,0.169689,0.051199,0.086788,26.552216
09_fauna_insights_plot_plus_table_rep1__bert__gpt5_2_long,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.000824,0.067358,0.204639,0.068045,0.104226,36.007635
09_fauna_insights_plot_plus_table_rep1__t5__gpt5_2_long,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.000100,0.051842,0.151255,0.048249,0.077939,30.472850
09_fauna_insights_plot_plus_table_rep1__longformer_ext__gpt5_2_long,09_fauna_insights_plot_plus_table_rep1,09_fauna_insights_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,insights,False,True,False,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.000385,0.052880,0.146203,0.035465,0.071519,12.967291
10_fauna_example_plot_rep1__none__gpt5_2_long,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/none.txt,0.044449,0.270099,0.543306,0.177335,0.247510,40.392548
10_fauna_example_plot_rep1__bart__gpt5_2_long,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/bart.txt,0.000063,0.046946,0.149601,0.053227,0.079122,37.869209
10_fauna_example_plot_rep1__bert__gpt5_2_long,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/bert.txt,0.000205,0.055653,0.175889,0.071193,0.094862,39.940021
10_fauna_example_plot_rep1__t5__gpt5_2_long,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/t5.txt,0.000036,0.045637,0.140551,0.052490,0.082044,34.842039
10_fauna_example_plot_rep1__longformer_ext__gpt5_2_long,10_fauna_example_plot_rep1,10_fauna_example_plot_rep1,fauna,mistral-medium-latest,plot,example,False,False,True,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_fauna_example_plot_rep1/02_summaries/longformer_ext.txt,0.000579,0.069230,0.204639,0.065501,0.099142,21.375018
11_fauna_example_table_rep1__none__gpt5_2_long,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/none.txt,0.039411,0.269839,0.489431,0.152184,0.228051,37.621591
11_fauna_example_table_rep1__bart__gpt5_2_long,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/bart.txt,0.000165,0.057008,0.168903,0.060269,0.088380,33.527080
11_fauna_example_table_rep1__bert__gpt5_2_long,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/bert.txt,0.000765,0.067419,0.207559,0.078205,0.110186,36.153624
11_fauna_example_table_rep1__t5__gpt5_2_long,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/t5.txt,0.000016,0.040165,0.121599,0.029580,0.065166,35.327841
11_fauna_example_table_rep1__longformer_ext__gpt5_2_long,11_fauna_example_table_rep1,11_fauna_example_table_rep1,fauna,mistral-medium-latest,table,example,False,False,True,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_fauna_example_table_rep1/02_summaries/longformer_ext.txt,0.002828,0.090799,0.242442,0.058126,0.109662,21.374016
12_fauna_example_plot_plus_table_rep1__none__gpt5_2_long,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/none.txt,0.037066,0.267833,0.514703,0.162197,0.243379,38.027471
12_fauna_example_plot_plus_table_rep1__bart__gpt5_2_long,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bart.txt,0.000023,0.044716,0.138601,0.051591,0.077000,33.556342
12_fauna_example_plot_plus_table_rep1__bert__gpt5_2_long,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bert.txt,0.000418,0.065422,0.200388,0.075032,0.106658,37.868973
12_fauna_example_plot_plus_table_rep1__t5__gpt5_2_long,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,t5,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/t5.txt,0.000014,0.042489,0.127113,0.039242,0.066937,27.845942
12_fauna_example_plot_plus_table_rep1__longformer_ext__gpt5_2_long,12_fauna_example_plot_plus_table_rep1,12_fauna_example_plot_plus_table_rep1,fauna,mistral-medium-latest,plot+table,example,False,False,True,longformer_ext,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.003348,0.102550,0.271839,0.070519,0.123186,28.636000
13_fauna_role+example_plot_rep1__none__gpt5_2_long,13_fauna_role+example_plot_rep1,13_fauna_role+example_plot_rep1,fauna,mistral-medium-latest,plot,role+example,True,False,True,none,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_fauna_role+example_plot_rep1/02_summaries/none.txt,0.045843,0.269039,0.547539,0.182462,0.241403,35.466946
13_fauna_role+example_plot_rep1__bart__gpt5_2_long,13_fauna_role+example_plot_rep1,13_fauna_role+example_plot_rep1,fauna,mistral-medium-latest,plot,role+example,True,False,True,bart,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_fauna_role+example_plot_rep1/02_summaries/bart.txt,0.000019,0.043572,0.134448,0.036145,0.070903,15.779872
13_fauna_role+example_plot_rep1__bert__gpt5_2_long,13_fauna_role+example_plot_rep1,13_fauna_role+example_plot_rep1,fauna,mistral-medium-latest,plot,role+example,True,False,True,bert,1,gpt5.2_long,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_fauna_role+example_plot_rep1/02_summaries/bert.txt,0.000375,0.059416,0.194553,0.072031,0.112192,36.352806
